,Text
200,Les témoignages des habitants #Wuhan toujours confinés contrastent avec optimisme affiché par presse officielle. Dilemme du régime #Chine entre reprise économique et crainte rechute #coronavirus . http://www.lefigaro.fr/international/la-chine-leve-progressivement-les-restrictions-de-circulation-a-wuhan-20200323 via @Le_Figaro
201,"Worth noting, of the 22 ""imported"" cases of coronavirus cases announced today, 20 were Korean nationals, 2 foreign. "
202,[#COVID19 | #education] Overcome #Together🙌 | #StartUp helps #DaeGu. #OnlineEducation #SouthKorea #coronavirus 
203,"""On behalf of the entire BISTel, I want to reiterate that your continuous operation and the highest level of customer service remain our top priority."" —WK Choi, CEO at BISTel, Inc.: http://mailchi.mp/f975488a9950/assurance-during-covid-19-disruption #COVID19 #CoronaVirus "
204,Coronavirus: South Korea dials up testing with hospital 'phone booth' | AFP https://youtu.be/O4MFOaPmuN8 @YouTube 님이 공유
205,"#canlit #cancult #books #publishing. Suddenly a lot of writers are posting work online - welcome to the club! Also: Tremendous amount of commentary online abt the coronavirus in the US and Canada- interestingly, Cdns tend to be just as opinionated about the actions of the Trump/1 "
206,New albums to warm up K-pop scene hit by coronavirus 
207,"🧐Free materials for #science #research → https://bit.ly/2xZ2iKo - ORP Index : Research projects in #Europe(~2021.4.1.) - PatentPia 2.0. : Big data, AI based #Patent search(~6.30.) - JoVE : #Video about #experiment, research methods(~6.15.) &amp; free materials about #Coronavirus"
208,Questions remain as coronavirus causes further disruption to baseball season 
209,"Market Update: With the #coronavirus outbreak, domestic demand for staple foods in #Australia has increased dramatically as citizens are stockpiling food products. A Tasmanian potato supplier reported they sold three times the number of #potatoes last week than normal. #COVID19"
210,"@MOH_Kenya, @KenyaGovernors n National Emergency Response Committee on Coronavirus it is ur time to be counted. U carry our aspirations to provide the required leadership, manage the outbreak response well, prevent further importantion of cases, n disrupt any ongoing transmission"
211,"(URGENT) S. Korea's coronavirus death toll rises to 124, 34 of them suffered with dementia "
212,me chama de coronavírus e deixa eu te pegar hahay
213,(3e LD) Coronavirus : tendance à la baisse des nouveaux cas mais une hausse continue des infections importées 
214,[VIDEO] #BTS shared a message of hope during the constant spread of novel coronavirus all across the globe. #방탄소년단 @bts_bighit ▶️https://news.sbs.co.kr/news/endPage.do?news_id=N1005713659
215,124 people have now died in South Korea from coronavirus related illnesses. 34 were patients suffering from dementia.
216,"22 of the 76 new cases of coronavirus announced today were ""imported"" from abroad. "
217,first day when coronavirus has officially gone: 
218,KCDC: 22 of South Korea's 76 new cases of coronavirus are related to overseas infections. 18 are from Europe. 4 from the US. 2 of those confirmed with coronavirus are foreigners - the rest are South Korean nationals. Asking people from Europe.
219,An Experimental Coronavirus Vaccine Is Already Being Tested on People 
220,PI said why dont you work on Coronavirus.. i can't even imagine my anxiety if i do that.. but still i can give it a try.
221,What exactly is happening in Uganda? Is this coronavirus or are we harboring another outbreak unknowingly? @DailyMonitor @newvisionwire what do you know about these sudden deaths happening?
222,"▪ ""OLYMPICS TO BE POSTPONED"" Japan negotiating with IOC to postpone Tokyo Olympics: Sankei Shimbun #Japan #Olympic #coronavirus "
223,"▪ COVID-19 IN S. KOREA S. Korea reports 76 more cases of new coronavirus, total now at 9,037 #COVID19 #coronavirus #SouthKorea"
224,▪ BASIC DISASTER BENEFIT Gyeonggi-do Prov. to provide basic disaster benefit of US$80/person amid COVID-19 crisis #Gyeonggido #coronavirus #SouthKorea
225,"Pq gado alienado, se a China obrigou o médico que descobriu o coronavirus a se calar!"
226,Adivinen a quien le va dar coronavirus primero porque su hermano es un simio descerebrado que no sabe estar en su casa?
227,"S. Korean government looking into postponing the Suneung national college entrance exam, slated for Nov 19, by 1-2 weeks. The new school year has already been delayed several times re: coronavirus, now expected to start April 6. "
228,i’m in the emergency room rn not bc the corona virus but bc this jk virus 🥵🥵 
229,"Coronavirus Logos on Behance https://bit.ly/2UfcyqL 코로나 관련 로고 재디자인, 나이키 Just Don't Do It 괜찮네요"
230,"US military contractor tests positive for coronavirus in South Korea, raising USFK total to 10 "
231,I went under Molise’s tweet and I realized that my people don’t want no responsibility when it comes to this virus 🦠 they still blame and expect their ever-disappointing government to do something on their behalf to stay coronavirus free!
232,#Coronavirus : Les personnes en provenance d’Europe qui souhaitent entrer en Corée sont soumises obligatoirement à leur arrivée à l’aéroport à une procédure spéciale d’immigration. Consultez notre site internet pour connaitre le détail de ces mesures : https://kr.ambafrance.org/Informations-Coronavirus-Covid-19-MAJ-au-23-03
233,Basketball league cancels season due to coronavirus 
234,"Germany currently has 29,000 confirmed cases of the coronavirus, but the death toll stands at 120 with 0.4 percent, the lowest in the world. This is thanks to Merkel's wise leadership."
235,What's been interesting to see is the West in comparison to the rest of the world in regards to the Corona Virus. Now we know which countries are actually more organized and responsive and which ones have been delusional on how great they actually are
236,When the whole world is struggling with the coronavirus.I am deeply moved by the leadership of German Chancellor Merkel. I left it up to scientists and doctors in quarantine and said I would be in charge of communication with the people.
237,Self isolating but still able to have fun #coronavirus #SelfIsolation #korea
238,"[#COVID19 | #case] ⚠️ A lost #sense of #smell as marker of COVID-19 #infection... (#case/#SouthKorea) - #Survivor/#interview ""Early: Smells dull, but #asymptomatic..."" http://m.hani.co.kr/arti/society/society_general/933870.html?_fr=gg#cb #coronavirus #symptoms"
239,"Coronavirus Spreads, and the World Pays for China’s Dictatorship "
240,List of ERC-funded research projects related to coronavirus 
241,"Watch Full Coronavirus Coverage: U.S. Response, Global Impact | NBC News... https://youtu.be/yF4yuYsOgUk - @YouTube"
242,Modi is most afraid 😱 of #coronavirus
243,11:01 and I’m drunk! This Coronavirus has to past or I’ll be buying 3 bottle of wine a day
244,Como vou morrer de coronavírus se eu morri aqui 
245,.@Twitter #coronavirus #COVIDー19
246,"The outbreak of coronavirus (COVID-19) may be stressful for people. Fear and anxiety about a disease can be overwhelming and cause strong emotions.Coping with stress with the people you care about, send beautiful bright flowers to help to lessen symptoms of worry and stress. "
247,South Korea borders corona virus I will take a rest for the time being. So I go to Jeju Island Waiting to get my car carnival on board 
248,Seoul’s Tap Water Unlikely to Transmit Coronavirus 
249,Getting stopped on the road for an impromptu temperature check🤒 the language barrier can always be relied upon to provide an interesting experience... #springbreak #coronavirus #southkorea
250,Cooperation to fight #Corona! Norway 🇳🇴 is taking the initiative to create a multi-donor fund at the #UnitedNations to assist developing countries with weak health systems in addressing the #coronavirus crisis. @Utenriksdept @UN @MOFAkr_eng #StandTogether @NorwayMFA
251,México: 60 millones de pobres. El hambre y la desnutrición (bajas defensas del sistema inmunológico) matan más que el Coronavirus 
252,"El hambre y la desnutrición (bajas defensas del sistema inmunológico) matan a muchos más que el Coronavirus, si te encargo."
253,बे गर्न पा भएनि बुढीको जुम्रा हेरेर बस्न हुन्थ्यो अब त टाईम पासै नहुनी भो 😁😁 #coronavirus 😷😷😷
254,Singalongs From Windowsills Lift Spirits During Coronavirus Crisis http://dlvr.it/RSRRBZ
255,"Column: 'It’s just too much': Asian Americans confront xenophobia, economic devastation and the coronavirus - Los Angeles Times "
256,I’m pretty sure that doing the dishes is my spiritual gift. #ministry #coronavirus
257,"There's no such thing as coronavirus, according to pophet Muhammad. "
258,Got my temp tested to enter a department store. Keep the guard up Korea! #coronavirus #코로나19 #CONVID19 #Korea
259,(2e LD) Coronavirus : tendance à la baisse des nouveaux cas mais une hausse continue des infections importées 
260,Pero por lo visto todo los planes B que tenían se les fueron al hatajo porque nadie se iba a imaginar que la persona que llegará con Corona virus fuera a un casamiento con 500 personas
261,(LEAD) Men's basketball league cancels season due to coronavirus 
262,Baseball club halts training due to player's contact with coronavirus patient 
263,Coronavirus : les experts recommandent des mesures de confinement plus strictes pour les arrivées des USA 
264,"Sabes porque te digo esto? 2 días antes, 2 te digo!!! Antes de que se supiera que ya habían casos de coronavirus yo casualmente hable con una doctora sobre el tema y me dijo que aún no se tenía nada listo, estaban preocupados por el Dengue y le comenté lo de Italia"
265,"""South Korea on Sunday began conducting new coronavirus tests on all arrivals from Europe and requiring even those with negative results to undergo a 14-day self-quarantine as part of efforts to prevent any inflow of the virus from outside."" "
266,"Just in: On the first day (March 22) that S. Korea began coronavirus tests on all flying from Europe, 19 tested positive for coronavirus among 1,444 arrivals. "
267,"South Korea is continuing to see less than 100 new cases but voices concerns about imported cases. Out of the 76 new #coronavirus patients, 20 are those who entered the country from overseas. #COVID19"
268,"S.Korean government said 19 out of 1,444 people from European countries tested positive for #CoronaVirus."
269,#DidyouKnow #DYK that 7 out of 10 (70%) of people live in countries where #income #Inequality has increased? That means we need faster and better global progress on #SDG10 and mitigate impact from #Coronavirus #pandemic on #SDG10 #SDG1➡️ read the @UNDESA new #WorldSocialReport
270,"Seriously, listen to Amy! A quarantine/ self-isolations is NOT 1)A vacation 2)A Festival 3)A reason to party 4)Time to travel Stay in. Stay safe. Keep others safe. Keep your morale up but don't take this lightly. #COVID19 #Coronavirus #Brooklyn99"
271,Coronavirus pandemic halts overseas shoots of Korean movies 
272,"I am still not trimming my beard, I ain't going to uni anyway due to coronavirus"
273,COVID-19 Latest – More than 80% of Busan Residents Fear the Spread of Coronavirus https://www.hapskorea.com/covid-19-latest-march-24/ @SouthKorea #Busan #Coronavirus #COVID19
274,Two mobile alerts from Gangnam-gu office in Seoul today. Gangnam-gu said a student who comes from United States tested positive for the #CoronaVirus. And urges people who recently visited to US to stay home for 2 weeks. 
275,Men's basketball league cancels season due to coronavirus http://yna.kr/AEN20200324004100315
276,"Number of #CoronaVirus positive patients’ deaths by ages here in S.Korea released by S.Korean Government (March 24 0000 KST based) Over 80s : 52 70s : 38 60s : 20 50s : 8 40s : 1 30s : 1 No deaths under 29 so far. Total : 120(Man 60, Woman 60)"
277,This is height of stupidity ‘sir’. Clapping was not for Coronavirus but for doctors and others who are battling for ppl. Person of your stature acts such stupid way! is sad.
278,▪BRINGING NATIONALS HOME Some 700 S. Koreans have registered to return home from COVID-19 stricken Italy: Foreign ministry #Italy #coronavirus #SouthKorea
279,"According to S.Korean government a nnoucement, 1,203 people arrived in S.Korea from European countries yesterday. 101 people of them are having #CoronaVirus symptoms. We don’t know these people could be positive for this virus now."
280,"I got a plan to furlough at my birthday, but it is cancel because of coronavirus. damn"
281,"Me gustaría tanto que papá no fuera tan exagerado con el corona virus, estamos en casa, no salimos nunca, y estamos protegidos. Todo saldrá bien, y aveces me reta por ser ignorante con el tema, no me preocupo, porque se que estaremos bien, y soy muy joven aún para preocuparme."
282,"American, Briton among three new coronavirus cases in Lagos http://dlvr.it/RSRKJ8"
283,S.Korean basketball league KBL has decided to end this season early due to #CoronaVirus. No more matches. It makes me sad as a big fan of basketball.
284,Asiana flight attendant infected with new coronavirus 
285,The Real Danger of the Coronavirus by @writerinitaly
286,IOC member says the Olympics will be postponed due to coronavirus outbreak 
287,"(LEAD) Coronavirus : 76 nouveaux cas confirmés, 9.037 au total "
288,2 casos+ de coronavirus aqui na cidade e meu melhor amigo é suspeita 😭😭😭😭😭
289,"Q te laves las manos constantemente, q no compartas el mate, q la lavandina, q el alcohol pero tampoco compartan MAQUILLAJE. Capaz es algo en lo q no pensaríamos pero una chica se contagio el #COVID19 x usar el lápiz labial de una amiga #Coronavirus #CoronavirusOutbreak"
290,"This information is shared around the world at the same time. Level playing field In order to save humanity from coronavirus, leaders of each country must speed up the adoption of the XRP!!!"
291,"Daily KCDC update on #COVID19 cases in Korea: 76 new cases, bringing the total to 9,037, of which 3,507 have recovered and 120 have died. That means 9 coronavirus patients died yesterday and 341 were newly recovered. Of the new patients, 31 were in Daegu and 20 were in airports "
292,"En mi lápida dirá: no murió de Coronavirus, murió por ver la portada de #Sehun en YK edition 🥰😍 #weareoneEXO @weareoneEXO"
293,International scientific cooperation in times of coronavirus crisis 
294,"I appreciate the public health system and medical professionals in S.korea but still, lots of people are dying everyday. So sad. #coronavirus #COVIDー19 #COVID19"
295,Hungarians made a world map covering coronavirus cases world wide and it's honestly scary watching the numbers grow... 
296,http://HHS.gov Open Redirect Used by Coronavirus Phishing to Spread Malware. #COVID19 #Coronavirus #Phishing
297,"South Korea used to have one of the lowest coronavirus death rates but now it's at about 1.3%, similar to what researcher's said Wuhan's fatality rate was at the end of February https://www.nytimes.com/2020/03/19/health/wuhan-coronavirus-deaths.html"
298,"50 more cases added within S.Korean territory, 26 more cases added from people who recently went overseas. #CoronaVirus"
299,@HLGatell 님의 생방송 시청하기: Conferencia de prensa de @SSalud_mx. Actualización del #COVID19 #coronavirus en México. Lunes 23 de marzo 2020. 
300,@GobiernoMX 님의 생방송 시청하기: #ConferenciaDePrensa: #Coronavirus #COVID19 | 23 de marzo de 2020
301,"Why was William Barr at Trump’s coronavirus briefing? Think outside your box, Peter."
302,@SSalud_mx 님의 생방송 시청하기: #ConferenciaDePrensa: #Coronavirus #COVID19 | 23 de marzo de 2020
303,"76 more #CoronaVirus cases added here in S. Korea. Accumulated cases here aboves 9,000. Total number is 9,037."
304,Boomers are simultaneously being killed via the Coronavirus and killing others via the Coronavirus by not wanting to see the stock market go down?
305,[Editorial] Recommendations for Anesthesia in Patients Suspected of Coronavirus 2019-nCoV Infection. https://doi.org/10.4097/kja.20110
306,Shit is going to get really real here in about a week maybe 2. LA is basically being abandoned by #LACityCouncil people will start taking their frustrations out in some way that won't be good. #LAShutdown #COVIDー19 #coronavirus
307,"(URGENT) 341 more fully recovered coronavirus patients released, total cured people at 3,507: KCDC "
308,"Ninguém usa nada menos de KF94 ou similar no Brasil seria a N95. Todas as máscaras devem conter filtro especial para proteção! O governo também barrou o aumento de preços, pagamos um valor justo!#coronavirus #COVIDー19 #southkorea #vidanacoreia #FiqueEmCasa #quarentena"
309,"(URGENT) S. Korea confirms 9 more coronavirus deaths, raising death toll to 120: KCDC "
310,"Na Coreia existe um sistema de rodízio para que todos possam ter a chance de comprar a sua máscara. No máximo 2 por semana e conforme o último número do seu ano de nascimento. Eu sou de 1987, então meu dia de comprar e hoje, terça! #COVIDー19 #coronavirus "
311,Reported additional coronavirus cases (24h standard) in S. Korea: +76 (Mar. 23) +64 (Mar. 22) +98 (Mar. 21) +147 (Mar. 20) +87 (Mar. 19) +152 (Mar. 18) +93 (Mar. 17) +84 (Mar. 16) +74 (Mar. 15) +76 (Mar. 14) +107 (Mar. 13) +110 (Mar. 12) +114 (Mar. 11) +242 (Mar. 10)
312,"Just in: South Korea reports 76 additional cases of coronavirus yesterday (March 23), total of 9,037. "
313,"(URGENT) Coronavirus : 76 nouveaux cas confirmés, 9.037 au total "
314,"(URGENT) S. Korea reports 76 more cases of new coronavirus, total now at 9,037 "
315,"Oil prices came close to hitting 20-year lows this Monday amid the #coronavirus pandemic. Kang WU, head of analytics-Asia at S&amp;P Global Platts, and @TonyNashOnAsia CEO of Complete Intelligence talk about the aftermath of the Saudi-Russia oil war and more https://www.youtube.com/watch?v=ga9r00zYcmY"
316,Les investisseurs étrangers délaissent Samsung sur fond de craintes de récession liées au coronavirus 
317,"한국말 - 朝鮮 : Australia and South Korea stocks drop more than 5% as coronavirus uncertainty continues to roil ...: South Korea stocks were among the biggest losers among major regional markets, with the Kospi falling 5.59% in early trade. Over in… http://dlvr.it/RSRCxd"
318,한국말 - 朝鮮 : South Korea Says Will Make All-Out Effort to Prevent Credit Crunch: South Korea's government will make an all-out effort to prevent market volatility from turning into a credit crunch as the coronavirus ... View article... http://dlvr.it/RSRCwp
319,Tracking the spread of the novel coronavirus https://graphics.reuters.com/CHINA-HEALTH-MAP/0100B59S39E/index.html via @Reuters
320,Washington state Gov. Jay Inslee issues stay-at-home order amid the coronavirus outbreak - 
321,Stop politicizing the #coronavirus.
322,Barbecue Party? Are you Joking? Italian mayor shouts out to residents and Here 's why#Italy #Coronavirus #Shoutout #Noparty
323,"Chillax this is CORONA VIRUS SAYING ""Goodbye Philippines"" Tangina umalis kana kase. #GoodbyePhilippines #GoodbyeCOVID"
324,"According to the Italy Nat'l Health Institute, as of last week, .8% of Italian coronavirus deaths came from those w no known prior illness. 48.5% had 3+ prior illnesses. "
325,What is your biggest revelation about being under quarantine for the Corona Virus. Mine is: I found out I was elderly.
326,.⁦@JoeBiden⁩ battles for attention as coronavirus threatens to blunt Democrat's momentum ⁦@TrevorNews⁩
327,I can't think of a single thing WHO has done to actively control the spread & now they're being taken advantage of | Hackers target WHO as coronavirus cyberattacks soar https://www.scmp.com/news/world/united-states-canada/article/3076633/hackers-target-who-coronavirus-cyberattacks-soar via @scmpnews
328,China Has Been Censoring #Coronavirus Information for Months https://buff.ly/2IIKdCq
329,Coronavirus : environ 700 ressortissants en Italie souhaitent rentrer en Corée 
330,"Nancy Pelosi Proposes 1,400-Page Coronavirus Bill Stuffed with Pork "
331,eu amo que o Caiado tá determinado a matar o coronavirus com as próprias mãos
332,"""Coronavirus: WHO director-general says pandemic ‘is accelerating’"" #Coronavirus "
333,"한국말 - 朝鮮 : Covid-19 puts Korean universities in anti-Chinese crossfire: Since the start of South Korea's coronavirus outbreak in January, president Moon Jae-in has been under growing pressure to enact a full travel ban on ... View article... http://dlvr.it/RSR74f"
334,"한국말 - 朝鮮 : South Korea to Help Auto Industry Ride Out Coronavirus: South Korea said on Monday it would provide logistical and financial support to help the auto industry through the coronavirus crisis, ... View article... http://dlvr.it/RSR72g"
335,▪ INDIAN PLANTS CLOSED S. Korean corporate giants temporarily shutting down plants in India amid COVID-19 outbreak #Samsung #coronavirus #India
336,"▪ GLOBAL COVID-19 PANDEMIC WHO stress need for aggressive tactics to cope with COVID-19, UK imposes lockdown #WHO #UK #coronavirus "
337,▪ VOTER REGISTRATION S. Korea's election commission to begin receiving applications for postal voting ahead of April 15 general election #election #coronavirus #SouthKorea
338,"▪COVID-19 IN S. KOREA S. Korea reports 64 new COVID-19 cases; total at 8,961 #COVID19 #coronavirus #SouthKorea"
339,"I spoke to Kim Seung-Chul who hails from North Korea's South Hamgyong Province to ask him his predictions about how the DPRK is coping with coronavirus. More than 160 countries have been affected by it, but North Korea has yet to report a single case. "
340,- Bumi itu pepat. - Film yang ga mau ditonton lagi: semua film Indonesia kecuali original AADC. Pertanyaan saya untuk klean: Apa yang kepingin dilakukan saat akhirnya huru hara Coronavirus selesai dan klean bebas keluar rumah lagi?
341,i feel like us military mfs are the only ones who don’t care or aren’t worried about coronavirus😭
342,South Korean exports rose 10.0% in the first 20 days of March year-on-year as lockdowns across the world to prevent the coronavirus fueled demand for teleconferencing technology and components (Reuters).
343,"coronavirus vai embora pf, quero ir p toledo logo"
344,"Actually, all he said was that they need to reassess the situation in 15 days. They do need to read assess in 15 days they will have more facts and figures on the CCP coronavirus then."
345,CNN cutting away from Trump and his team's coronavirus press conference so we can hear from Erin Burnett and some former Obama admin talking heads. Must've been too informative.
346,"After almost 2 months of Coronavirus life...I am trying here but can we just get back to normal. #DaeguStrong #KillTheVirus @대구 - Daegu, South Korea https://www.instagram.com/p/B-GDEoKpWLl/?igshid=5i5uz7rbstfl"
347,La cura del coronavirus 
348,We could’ve all stayed home on our own to prove as a United ppl we would boycott everything for change. But now you’ve all got told to stay home and proved to the elites you’re all sheep. @jonrohnson #COVIDIOTS #coronavirus @PrisonPlanet
349,"한국말 - 朝鮮 : 'Coronavirus will die hard. Embrace the new normal': Every country will have to face their respective battle against the prolonged COVID-19 outbreak, given Korea's recent struggle with the sudden spikes of ... View article... http://dlvr.it/RSR1d5"
350,"#NewsFocus As the novel coronavirus pandemic continues to grow, fears are growing that the disease could have serious impacts for millions of #refugees We'll be discussing how the outbreak can affect refugee camps already dealing with major healthcare problems w/ Prof. @mhzaman"
351,KBO team to resume training after ill player tests negative for coronavirus 
352,morra corona vírus morra imediatamente
353,"Famoso brasileiro, só vi a Xuxa doando dinheiro pra ajudar contra contra coronavirus. Cadê os jogadores brasileiros milionários? Fazendo desafios idiotas nos stories."
354,"You won't find God inside Temple, Mosque or Church they are in Hospitals nowadays, fighting against #CoronaVirus &amp; saving Human lives. Please listen &amp; follow their instructions. #SocialDistancing #CoronoVirus"
355,"I haven't been to the Korean cinemas yet because of coronavirus so I'm not sure if the cinema near where I live offers English subtitles for Korean films, but this may be a great opportunity if Netflix has some subtitles for me. "
356,Aquí tenemos a Thierry Henry rapándose para donar su pelo a fundaciones que luchan contra el coronavirus. Gestos así engrandecen aún más a los futbolistas. 
357,Esper voices confidence in USFK response to coronavirus 
358,La Alcaldía desinfecta diariamente las unidades de Bus Maracaibo para prevenir el coronavirus http://dlvr.it/RSQt3n
359,Flash : Les deux cas suspects de Lubumbashi ne sont pas atteints du Coronavirus (Officiel) 
360,🔴 LIVE: President Trump &amp; Coronavirus Task Force Hold News Conference 3/... https://youtu.be/27r5pTlptNI - @YouTube
361,Ah..May I ask why they didn’t make coronavirus?
362,sobering thread re: another reason why the coronavirus is going to be especially bad in america. it's not all about the broken healthcare system 
363,"Sorry to be one of those tweets but i just had to point this out. To those saying “it’s not like coronavirus is the plague.” The thing standing between us and that situation is modern medicine. Hand sanitizer, face masks, life saving equipment and medicine that they didn’t have."
364,"Lockdown. If there's one thing I've learned, it's that if I ever win the lottery, the first thing I'm buying is a screen golf system for my place. #coronavirusuk #StayAtHomeSaveLives #coronavirus #nogolfsadface"
365,Se me siguen ocurriendo puras letras alternativas a la canción del coronavirus 😓
366,"after weeks of the leasing management not sending me the lease renewal form, i get my new bill which is +$100 from the already updated price (so, +$200 🙃) and cuz of corona virus, they work from home now and no one is answering the god damn email and phone call hahahalifeisajoke"
367,"Espero que alguns destes cabrões da Póvoa de Varzim e de Matosinhos vejam isto, e se falecerem depois dos avisos dados, não se perde nada. É a selecção natural a funcionar. #Coronavid19 #COVIDー19 #Covid_19 #COVID2019pt #Portugal #coronavirus #COVIDIOTS #COVID #COVIDActNow"
368,My AMSR VO about Social Distancing. Share this message and keep grandma safe :)🙏 #COVIDー19 #Social_Distancing #coronavirus 
369,"Exactly, the longer this shutdown lasts the more restless ppl will get. I live in LA and they love an excuse to loot & burn shit to the ground. #COVIDー19 #coronavirus #California #Quarantine"
370,Corona Virus Poems 
371,"""IOC member says the Olympics will be postponed due to coronavirus outbreak"" "
372,Classroom tiene CORONAVIRUS en este momento.
373,"Hm corona virus dah melekat kt kepala otak, bukan lungs......."
374,Coronavirus tracked: the latest figures as the pandemic spreads | Free to read https://www.ft.com/content/a26fbf7e-48f8-11ea-aeb3-955839e06441 來自 @financialtimes
375,Vai nem precisar morrer de coronavírus kkkk
376,"In Seoul Fashion Week 2015, 2016, 2017, 2018, 2019 and 2020 stay at home because of coronavirus pandemic. Time will never wait for us but always gives us something to remember... @Seoul, Korea https://www.instagram.com/p/B-FeMZ1FUHe/?igshid=1f2qhdt5t2lon"
377,#Prisons And #Jails Change Policies To Address #Coronavirus Threat Behind Bars. 
378,#Trump Says #Coronavirus Cure Cannot ‘Be Worse Than the Problem Itself’. 
379,IOC member says that 2020 Tokyo Olympics will be postponed due to coronavirus pandemic 
380,How are you taking care of self during this difficult time? Share some tips with fellow educators #selfcare #TeacherStrong #TeacherLife #teachersleading #akaeducators #coronavirus #COVID19 #virtuallearning #virtualteaching
381,BBB Pyong porn edit lee know corona vírus sex lesbian gay bi lgbt pornô porn +18 memes tóxico exposed famosinha squad follow trick segue de volta follow spree au fanfic taekook jikook nsfw gay lesbian kpop hentai yaoi sdv fancam thread army exol bolsonaro
382,"God did not cause Corona Virus. John 3:16. God did not send his only begotten son to then send us evil, God is a good God. Sin just gives access to the devil. So where there is sin the devil can attack with evil. Please all never forget this."
383,We extend our love & #prayers 🙏 to all those who are homeless during this #pandemic &gt;&gt; https://bit.ly/3dq4Wck #homelessness #homelesslivesmatter #coronavirus #families #leadership #citycouncil #onenewyork #shelters #parenting #governorcuomo #empowerment #amwriting #womensmonth
384,COREIA DO SUL*** KKKKKKKKKK EU TAVA COM A CABEÇA NO CORONAVIRUS KKKKKKKKKKKKK
385,"This person, surname Kang, taught Korean dance lessons at Seoul's Cultural Center. Typically, Kang's monthly pay was about ₩2 million (US$1,590). Post-coronavirus, Kang's monthly pay is now ₩52,000 (US$41). Now imagine this happening to millions of people all at the same time. "
386,Corona Virus Music 
387,"How Corona will change the balance of political and economic forces, and what will be the era after Corona Virus Spaniards say wait for the wors And the British say we will lose relatives, friends and loved ones The Italians die by the minute @realDonaldTrump"
388,"When the Coronavirus appears, the question is where is the government of the United States of America? Is the world entitled to rely on America as a force? "
389,Broadcasting from the dementia ward and/or coronavirus quarantine. This presidential fail cosplay is absurd.
390,"One way or another, SKorea is in for a world of hurt. But it won't be just SKorea. The Coronavirus Contraction is going to affect the entire globe. And there's a very good chance that when it's over, the world order could end up looking very different from just a few months ago. "
391,Ofw paano tayo makatulong sa mga lugar natin ngayong may quarantine https://youtu.be/7xxYGdFFesE #CommunityQuarantine #coronavirus #COVIDー19 #ofw
392,The Coronavirus in the Torah/Bible: https://www.facebook.com/SirtonimInt/videos/121507949221810/
393,(속보) Trump announces FDA making anti-malaria drug available to test coronavirus treatment | Fox News - https://www.foxnews.com/politics/trump-fda-experimental-drugs-coronavirus 코로나를 완치한 결과를 말하며 곧 처방에 의해 판매될 것이라고 발표했어요. 불란서에서 코로나 확진자 40명에게 투여했는데 100% 치료되었답니다.
394,#mondaymotivation We can be more spiritually connected despite the fact we may be socially distant from one another. #iamtakingcharge #coronavirus #COVID19 #OneNewYork #densitycontrol #flatteningthecurve #WorkFromHome #spirituality #lentseason #makeadifference #NewYorkCity
395,#IndonesiaArmyFightCorona #coronavirus #StayHome #StaySafe
396,My gift to you against Coronavirus. (Free of charge for 1 month) – DK Yoo https://issuecollector.com/my-gift-to-you-against-coronavirus-free-of-charge-for-1-month-dk-yoo/
397,eu espero que essa filho da puta do @jairbolsonaro pegue corona vírus e morra
398,Updates on the Covid-19 situation in Indonesia #coronavirus 
399,Oh no you got the corona virus Sht the prayers we're answered
400,who says year 2019 is the worst year? 2020 is waving :((( #COVIDー19 #NthRoomCase #coronavirus #nthroom_stopㅣ
401,China ready to share its experience to control coronavirus spread with India 
402,#coronavirus @COVID-19
403,Getting bored during coronavirus lockdown? IIT suggests Newton‘s idea 
404,Scientists Identify 69 Drugs to Test Against the Coronavirus http://dlvr.it/RSPrVC
405,#BolsonaroGenocida A tag em 3 no ranking mundial!!! O melhor ontem foi eu conversando com um arabe sobre o coronavirus e falar desse bozonaro e ate ele concordou KKKKKKKK AUGE
406,Your coronavirus sabbatical starts now. Don't let it go to waste | Louise Chunn | Opinion | The Guardian 
407,Eat at home Have a conscience #eatathome #homemeal #socialdistancing #isolation #covid19 #coronavírus @Chungju https://www.instagram.com/p/B-FK1-YH2A_/?igshid=ijgd9x60dicj
408,"COVID-19 - Republica Dominicana, en la frontera de la circulación comunitaria del coronavirus | Listín Diario "
409,Mawawala na ba ang corona virus sa cheese cake na yan??🤦🏻‍♂️ 
410,"All of these companys stepping up and making #handsanitizer is a wonderful thing. But for the product that will be sold who sets the prices? I saw some at the grocery store, brand i never heard of in generic packaging 8oz for 4.99 #coronavirus #COVIDー19"
411,女流氓
412,"At long last, ""#Korea to take legal actions against churches violating #coronavirus guidelines' (#Yonhap). A month after #Shincheonji..."
413,Coronavirus: US officials ignored expert on disclosing Patient 1’s movements https://www.scmp.com/week-asia/health-environment/article/3076477/coronavirus-us-officials-overruled-expert-advice via @scmpnews
414,"eu amoh o bordão jornalístico ""nao estamos aqui para causar panico, estamos aqui para informar!"".. logo em seguida ""coronavirus mata 278164862384751876 pessoas em apenas um dia na itália"""
415,총알보다 바이러스가 인류를 더 많이 살상했다 Mark Cuban stepping up to help health care workers during the coronavirus crisis 
416,"Conscientizem as pessoas ao seu redor sobre os cuidados com o corona vírus. Se você não pode ficar em casa, tome todos os cuidados e providências possíveis para se proteger e proteger os outros. E se você pode, fique. #VamosPararoBrasil"
