,0
225,We do not fight other enemies than mistakes and the excesses of a lifestyle. Time has come to radically change this way of life. This is the Revolution that must be accomplished by the human civilisation of our time. #Coronavirus #Covid19
226,"""Even if we do everything else right, if we don’t prioritize protecting #healthworkers, many people will die because the health worker who could have saved their life is sick""-@DrTedros #COVID19 #coronavirus"
227,"NEW: A 36-year-old NHS nurse, with no underlying health issues, is fighting for her life in hospital after contracting coronavirus Areema Nasreen is on a ventilator in intensive care in Walsall Manor Hospital in the West Midlands - where she has worked for the past 16 years"
228,"In real life he's been dead for the past 13 years but last night I dreamt I was staying with my dad during the coronavirus outbreak. We sat in garden while he took the piss out of the government, the supermarkets, the public, the neighbours, me. Was quite reassuringly hilarious."
229,3 perspectives on life after lockdown in Shanghai http://bit.ly/2QrWWO4 #coronavirus #COVID19
230,"""Tonight at the supermarket"" #streetphotography #Brussels #Belgium #blackandwhite #monochrome #dailylife #iphoneography #mobilephotography #iphoneX #street #Bruxelles #belgique #photographie #photography #COVID19 #COVID19Belgium #coronavirus #CoronavirusPandemic #StayHomeBelgium"
231,"“Staying at home well respected tonight”, Brussels, Belgium #streetphotography #Brussels #Belgium #blackandwhite #monochrome #dailylife #fujifilm_xseries #fujifilmxe3 #fujinon35mm #fujifilm #fujifilm_street #photographie #photography #StayHomeBelgium #COVID19BE #coronavirus – at Brussels | Bruxelles | Brussel"
232,Bahrain GP has been postponed due to CoronaVirus for F1 &amp; F2. Obviously very disappointed not to be able to race but the right decision to take. Health goes first. The faster we beat coronash*t the faster we can have our normal life back. Stay safe everyone🦠 #BahrainGP #COVID-19
233,Coronavirus: “I am here to ruin your life.” Palaye: “Time to make album 4.”
234,Things I have learnt from #coronavirus -Staying home to self isoloate doesn’t sound so bad when you share your life with the right person ❤️ -A lot of people have some questionable hygiene standards 🧼 -The media &amp; many many readers are stupid 🤦🏻‍♀️ -I like drinking corona 🍺
235,"Thanks to coronavirus, humans showing the smurf phenotype might also show a reduced lifespan. @Michael__Rera"
236,"Mind the last mile: Agustín Carstens calls for urgent action to bridge the last mile and get central bank liquidity, via banks, to the businesses that need it most #smallbusiness #SMEs #BankLending #taxes #tradefinance #Covid19 #coronavirus @FT @FTOpinion"
237,Our goal is to make sure our companies - big and small - have the liquidity they need to withstand the shock. And that jobs and incomes of affected workers are protected. We have all the tools we need at our disposal. We will use them fully as the situation evolves. #coronavirus – at European Commission - Berlaymont
238,"Dominic Cummings goes into self-isolation, Austria will hand out face masks in supermarkets, and more in today's Coronavirus Daily Update https://politi.co/340v2hN"
239,"Government's across Europe are warning people to prepare for #coronavirus restrictions to last for quite a while. Austria's PM described situation as a marathon. As of Wednesday, wearing a mask will be compulsory in Austrian supermarkets - which will provide masks to customers."
240,"#Iran ""Everything is accessible on the #blackmarket (but at high prices which people do not have the power to buy).”"
241,France issues call to 'buy French' as coronavirus erodes single market https://f24.my/6KQm.t
242,🇺🇸 Jobs Some companies are hiring during the coronavirus pandemic 👉 https://www.isabelnet.com/?s=job h/t @StatistaCharts #markets #investing #coronavirusoutbreak #coronavirus #COVID19 #economics #recession #labor #unemployment #jobs #labormarket
243,"South African police enforcing a coronavirus lockdown on Saturday fired rubber bullets towards hundreds of shoppers queueing outside a supermarket in Johannesburg, an AFP photographer said http://u.afp.com/3qS8"
244,Snapchat reveals how coronavirus affects its U.S. users https://emarketingway.wordpress.com/2020/03/24/snapchat-reveals-how-coronavirus-affects-its-u-s-users/
245,"In real life he's been dead for the past 13 years but last night I dreamt I was staying with my dad during the coronavirus outbreak. We sat in garden while he took the piss out of the government, the supermarkets, the public, the neighbours, me. Was quite reassuringly hilarious."
246,"""Tonight at the supermarket"" #streetphotography #Brussels #Belgium #blackandwhite #monochrome #dailylife #iphoneography #mobilephotography #iphoneX #street #Bruxelles #belgique #photographie #photography #COVID19 #COVID19Belgium #coronavirus #CoronavirusPandemic #StayHomeBelgium"
247,So many people misinformed about the virus. Governements ask to cancel and avoid mass concentrations of people yet everyone rushes to the supermarkets in close contact with eachother. 🤡 Guys this is not the walking dead. @geant_casino #coronavirus 
248,"Along with the end of wild animal markets and cruise ships, another knock-on effect of the coronavirus pandemic: the end of Instagram ‘influencers’. "
249,Isaac Chotiner demonstrates once again that reading someone's direct quotes back to them and asking them to explain what they mean is the cheat code for exposing charlatans and cranks.
250,"“The epidemic has brought out the worst of Xi Jinping. He is so determined not to give an inch, rightly understanding an inch would mean hundreds of miles.” —Yang Jianli, Chinese dissident now based in U.S., co-sponsor of the Geneva Summit @yangjianli001"
251,FACT: Being able to hold your breath for 10 seconds or more without coughing or feeling discomfort DOES NOT mean you are free from the #coronavirus disease or any other lung disease. 👉🏽http://bit.ly/COVID19Mythbusters #COVID19 #KnowTheFacts
252,"How long coronavirus survives on surfaces - and what it means for handling money, food and more https://bit.ly/2WNuCK2 #coronavirus #health"
253,We may again have a very severe peak. This is serious. All beds have been full since the day I came here; I mean there have never been any vacancies.” #Covid_19 #Iran
254,"That‘s the chief of staff of the current operation of the swiss army to fight the corona virus. His troop badge says „unus pro omnibus, omnes pro uno“. It’s latin and means „one for all, all for one“ or #WWG1WGA"
255,We continue to mobilise all the means at our disposal to fight the spread of the #coronavirus. 📥 Download 🆕 factsheet on EU’s response to the crisis: https://europa.eu/!bV48bB
256,".@Roche, when will you publish the recipe of your #COVID19 test so that other labs can ramp up the production to meet global demand? If not, States should intervene against this monopoly by legal means This is an urgent matter, the tests are needed NOW"
257,The European Union is doing everything it can to tackle the #coronavirus crisis and its consequences. It is now that we have to demonstrate what European and global solidarity really means. These unprecedented events call for unprecedented international action. #EUCO
258,"""In the meantime, we call on individuals & countries to refrain from using therapeutics that have not been demonstrated to be effective in the treatment of #COVID19""-@DrTedros #coronavirus"
259,"""A vaccine is still at least 18 months away. In the meantime, we recognize that there is an urgent need for therapeutics to treat patients & save lives""-@DrTedros #COVID19 #coronavirus"
260,"""Physical distance doesn’t mean social distance. We all need to check in regularly on older parents, neighbors, friends or relatives who live alone or in care homes in whatever way is possible, so they know how much they are loved and valued""-@DrTedros #COVID19 #coronavirus"
261,"#StayAtHome @JY_LeDrian “Limiting our social interactions as much as possible, as prescribed by the scientific community, also means limiting our international #travel.” #Coronavirus "
262,"I mean, fuck the corona virus."
263,Looking at the Coronavirus figures. I ponder the question Does this mean that Scots wash their hands more often than English Or it is too bloody cold in Scotland Or Scotland has a better NHS Or we are arsed and don't get sick Or English are wimps 😂😂😂 Any further thoughts?
264,The Corona Virus will mean isolating the UK from the EU anyway with no flights in or out! Vive Les Gilets Jaunes
265,"While the #coronavirus crisis is causing disruption to education, training and mobility opportunities across the EU and beyond, we want to make sure it does not hinder learning. We have gathered together a wide range of resources to support online learning ↓"
266,"Dr Mike Ryan of WHO said 'the most important single factor in fighting #coronavirus spread is speed'. #Chinese Red Cross has just advised Italians to stop all ""economic activities and cut the mobility of people""- And #Italy is in more lockdown than Ireland ! Delay is disastrous.."
267,"Coronavirus, the EU tech bubble angle: - Likely delays in the Digital Services Act timeline - Stakeholders call for push of data, AI consultation deadlines - Crisis could feed into digital policymaking (B-to-G data sharing, AI-only content moderation...) "
268,"#Testing testing testing A leaked confidential paper from the federal interior ministry 🇩🇪proposes adopting the South Korean model of mass testing and increasing the rate to 200,000 a day by the end of April. Austria🇦🇹is on a similar course #Covid_19"
269,Fun quarantine activities part 1: spend all Sunday locked in a flat with a man doing statistical modeling of expected coronavirus deaths 
270,"Shocking report on Sky News about the reason behind the UK government’s sudden switch its from controlled spread approach to suppression of the coronavirus: experts told them that a best case scenario under the existing model was 250,000 deaths."
271,#3D realistic modeling of a #coronavirus. We’re doomed. #Covid_19 #COVIDー19
272,End of a second longday shift! Enjoy a colorful #coronavirus free weekend! #tesla #model3 are full power leaving from the #portofzeebrugge direction inland and foreign countries trough the A11 – at A11 Brugge &gt; Westkapelle
273,Super thread 🧵 for running online meetings. Specially useful during times of #Coronavirus. Some key points: -Clear agenda -Editable google doc for making sure everyone has a chance to make their point -A moderator muting background noise Thanks @abbycabs! cc @HeatherLeson
274,".@PeterDaszak keeping the world humble about #coronavirus emergence and human infection at @WHO meeting. We don’t definitively know animal species of origin, mode of transmission from animal to humans, &amp; how to reduce risk of transmission. #nCoV – at WHO Executive Board Room"
275,#COVID19: @EUCouncil adopts new legislation releasing #cohesionpolicy money from #EUBudget to help tackle the effects of #coronavirus pandemic. Entry into force in 2 days. Support for: ✅healthcare ✅SMEs ✅workers ✅community services Read the press release👇
276,"How long coronavirus survives on surfaces - and what it means for handling money, food and more https://bit.ly/2WNuCK2 #coronavirus #health"
277,"With India locked down over the #Coronavirus and no way to earn money, millions of migrant workers are left jobless and penniless and face walking long distances back to their home villages after all transport is stopped http://u.afp.com/3q5n"
278,"Medical staff have been the heros of #coronavirus crisis. But #EU rules have hollowed out Public Services, including Health. Crisis will cost Ireland at least 15 Billion - Will the people be paying for it for years? Ye printed money for the Banks, will ye do it for the people ..?"
279,".@Roche, when will you publish the recipe of your #COVID19 test so that other labs can ramp up the production to meet global demand? If not, States should intervene against this monopoly by legal means This is an urgent matter, the tests are needed NOW"
280,Checked the symptoms of coronavirus to see if I had caught it at Paris fashion week. Somewhat dispiriting to realize that the symptoms are the same as those for a hangover and slee deprivation. 😌 
281,Our first thoughts are with those affected by the #Coronavirus. We’re closely coordinating with Member States on measures to contain the spread of the virus. We’re also monitoring the wider fall-out on the economy - the ongoing uncertainty makes it hard to quantify at this stage 
282,🤝 Ongoing @EUCouncil: an extra #EPSCO Council on the novel #coronavirus #COVID2019. BE 🇧🇪 Minister for Health @Maggie_DeBlock &amp; her fellow EU 🇪🇺 colleagues discuss measures taken against the spread of #Corona in the EU &amp; possible complementary actions for better coordination. – at Europa building - European Council/Council of the European Union
283,"@JSellier #coronavirus On avance... ""Le petit du pangolin s'appelle Gérard"" Pierre Desproges @RTLPetitMatin @Aude_Vernuccio @Arthur8Asquin"
284,"😷 What are countries around the world doing to contain &amp; slow the spread of the #coronavirus? Our 🆕 #COVID19 Country Policy Tracker allows you to explore the actions taken by each country to support citizens, businesses and the economy ➡️ http://oecd.org/coronavirus/en/#country-policy-tracker"
285,We may have to prepare for a longer coronavirus crisis. And do creative macro to address the economic costs. #Coronavirus #oecd 
286,Tackling the #coronavirus: view our suggested #taxpolicy &amp; #taxadministration measures governments can take to help taxpayers during the #COVIDー19 pandemic. 🔍 View additional policy responses from the @OECD on our dedicated website ➡️ http://www.oecd.org/coronavirus
287,"Since late 2019, the #coronavirus has spread across the globe, affecting many countries and economies. Follow the latest #COVID19 developments in your country in real time with this 🆕 AI-powered tool ➡️ http://oecd.ai/covid"
288,"Forget all the quackery and presidential tweets. While we're waiting for a targeted coronavirus vaccine, one of the most promising options to bolster our immune systems is an old vaccine for Tuberculosis--BCG. Urgently needed trials are now underway. "
289,"if i get to the store & i see long ass lines i'll be left with no other option than to scrim ""ATTENTIONNN, LAISSE MOI PASSER J'AI CORONA VIRUS"""
290,"#Coronavirus: Air pollution and CO2 fall rapidly as #COVID19 virus spreads affecting industrial output, aviation and ground transport #ClimateEmrrgency"
291,"We can’t let high prices and monopolies prolong the #coronavirus pandemic. That’s why @MSF is calling for NO patents &amp; NO profiteering on #COVID19 drugs, tests and vaccines. 👉 https://bit.ly/33QE54R"
292,"""Asking people to stay at home and shutting down population movement is buying time and reducing the pressure on health systems. But on their own, these measures will not extinguish epidemics""-@DrTedros #COVID19 #coronavirus"
293,"🌎 #COVID19: More than 1.7 billion people, more than a quarter of the world's population, have now been asked or ordered to stay at home #StayAtHomeOrder #coronavirus "
294,Have you noted that #SouthKorea with population 51.7M has only 104 deaths and 8897 cases? #COVIDー19 #coronavirus #COVID19 Partly explained by young population but more so by intense testing
295,"🚯Alarming news: Masses of surgical masks found on the beaches of Soko Islands, Hong Kong. ""Due to the current COVID-19 corona virus, the general population have all taken the precaution(...)wearing one to two masks per day."" More information here👇 http://oceansasia.org/beach-mask-coronavirus/"
296,"coronavirus is just punishment for not sorting out climate change, mother nature was like i’m gonna make u fuckers stay in one place and CHOP population while i’m at it... her malthusian ass"
297,"I’ve heard a lot of conspiracy theories about corona virus. Here’s the latest:”a cunning plan to alleviate the burden of pensions in states with againg populations” (Ibrahim, 39, Uber driver). I can’t do much to change his idea, but I did give him a small bottle of hand sanitizer"
298,"#Iran ""Everything is accessible on the #blackmarket (but at high prices which people do not have the power to buy).”"
299,"We can’t let high prices and monopolies prolong the #coronavirus pandemic. That’s why @MSF is calling for NO patents &amp; NO profiteering on #COVID19 drugs, tests and vaccines. 👉 https://bit.ly/33QE54R"
300,"We can’t let high prices and monopolies prolong the #coronavirus pandemic. That’s why @MSF is calling for NO patents &amp; NO profiteering on #COVID19 drugs, tests and vaccines. 👉 https://bit.ly/33QE54R"
301,Et j’ai la crève aussi. Donc si c’est corona virus commencez déjà à m’envoyer des fleurs que j’en profite avant ma mort. Thanks.
302,"South African police enforcing a coronavirus lockdown on Saturday fired rubber bullets towards hundreds of shoppers queueing outside a supermarket in Johannesburg, an AFP photographer said http://u.afp.com/3qS8"
303,“Numbers that don’t matter right now”. CNN’s press guru @brianstelter writes in his daily briefing about the obscenity of Trump’s continued obsession with his TV ratings. #coronavirus. 
304,"Moody's has downgraded South Africa's credit rating to junk status, piling more anguish on an economy already in recession and battered by Africa's worst coronavirus outbreak http://u.afp.com/3qqT"
305,🇺🇸 Jobs Some companies are hiring during the coronavirus pandemic 👉 https://www.isabelnet.com/?s=job h/t @StatistaCharts #markets #investing #coronavirusoutbreak #coronavirus #COVID19 #economics #recession #labor #unemployment #jobs #labormarket
306,"In nutshell, Pakistani journalists lack professionalism and know nothing about precessional ethics. They’re the most illiterate people in this country. These BA pass duffers should go back to schools to unlearn certain things and develop into sound professionals. #CoronaVirus"
307,"All #migrants &amp; #asylumseekers living in #Portugal are to be treated as permanent residents during the #coronavirus crisis, the govt has announced. They will be free to use country’s health service, welfare system, bank accounts, &amp; work &amp; rental contracts "
308,#COVID19: 16 research projects are now under way at the @institutpasteur and several other projects submitted to the task force are set to begin shortly. Here is an inventory of the current research projects.
309,I WANNA SEE YOURS!!! Something other than the coronavirus!! This should be fun! Post a picture of you as a kid and a current picture. Let's see how much we've changed. 
310,"That‘s the chief of staff of the current operation of the swiss army to fight the corona virus. His troop badge says „unus pro omnibus, omnes pro uno“. It’s latin and means „one for all, all for one“ or #WWG1WGA"
311,Chairman Jim Parmenter reveals the current situation at the club during the coronavirus pandemic. Read the statement here 👇 http://www.doverathletic.com/news/chairmans-update-on-club-situation/
312,Different Countries are trying to be controll on #coronavirus 
313,Me when I talk to Tom Nook on a different island
314,"""Today we are delighted to announce that today in 🇳🇴 &amp; 🇪🇸, the first patients will shortly be enrolled in the Solidarity Trial, which will compare the safety &amp; effectiveness of four different drugs or drug combinations against #COVID19""-@DrTedros #coronavirus"
315,You can see waves of new rental listings arrive in real-time as the coronavirus pandemic flushes Airbnb hosts out. 
316,"Spain's El País reports this morning that Chinese-made #Covid19 rapid testing kits has only 30% sensitivity, as opposed to the 80%-level expected, resulting in failures to detect positive cases in different hospitals. Figures confirmed by govt, it adds."
317,"""Physical distance doesn’t mean social distance. We all need to check in regularly on older parents, neighbors, friends or relatives who live alone or in care homes in whatever way is possible, so they know how much they are loved and valued""-@DrTedros #COVID19 #coronavirus"
318,"The Coronavirus will reshape our world. We don’t yet know when the crisis will end. But we can be sure that by the time it does, our world will look very different. Read my blog post “The Coronavirus pandemic and the new world it is creating” #COVID19 https://europa.eu/!Bh68Mx"
319,Coronavirus is spreading differently in different countries. #covid19 . More below.
320,"Quinine: what happens if it turns out to be highly effective against the current Corona virus? What are Lammy, Alibhai wossername and the other race baiters going to do? Quinine was instrumental in permitting the colonisation of Africa. Will Lammy take it, or refuse in protest?"
321,"Differentiating between cold, flu and coronavirus. "
322,"🚯Alarming news: Masses of surgical masks found on the beaches of Soko Islands, Hong Kong. ""Due to the current COVID-19 corona virus, the general population have all taken the precaution(...)wearing one to two masks per day."" More information here👇 http://oceansasia.org/beach-mask-coronavirus/"
323,"Deutschlandfunk reports on COSMO project: Monitoring knowledge, risk perceptions, preventive behaviours, and public trust in the current coronavirus outbreak in Germany: https://www.deutschlandfunk.de/covid-19-bereitschaft-zur-einschraenkung-wegen-coronavirus.2850.de.html?drn:news_id=1110631 @CorneliaBetsch @rki_de @ZPID @BNITM_de @smc_germany @YaleGH #coronadeutschland"
324,Your grandparents were called to war. You’re being called to sit on a couch. You can do this! 💪🏻 #Coronavirus #lockdown
325,An intriguing thread about #UK approach to #Covid_19. Totally different from the approach adopted by Asian &amp; European countries. Definitely worth a read. #COVID19 #coronavirus #CovidUK
326,How different countries have responded to coronavirus. Interesting chart from @lewis_goodall @BBCNewsnight
327,"If you are a parent of school age children, a teacher or a student, please read the useful guidance note prepared by our team in @IFRC in collaboration with @UNICEF &amp; @WHO. #COVIDー19 #COVID2019 #covid19 #coronavirus "
328,"Someone should do a study about whether and how different countries are providing information about #coronavirus in their national signed languages. Significant differences in approach, speediness and quality. #covid2019 #1ntSL"
329,"People were taking Coronavirus lightly when it was only in China, but now that its emerging in western countries.. its not a small matter. You can be infected and healed if you are young (20-40) but the big issue is infecting older/younger. I wouldn't want to infect my parents.."
330,"#BREAKING France reports 418 more coronavirus deaths, toll now 3,024 "
331,"🔴 BREAKING - Coronavirus: France reports 418 more deaths in the last 24 hours, toll now 3,024 https://f24.my/6Klu.t"
332,Authoritarianism kills. New York Times coronavirus exposé based on interviews &amp; leaked documents reveals how China's fail-safe system for reporting epidemics was stymied by a Communist regime that intimidates and crushes citizens who try to tell the truth. 
333,"11/ Beyond the issue of Taiwan, Le Monde had reported on Jan. 29th on how China and its allies successfully lobbied the WHO and its chief Dr. Tedros to ignore the experts & refrain from declaring a #Covid_19 global emergency at the meetings of Jan. 22-23."
334,"Condom shortage looms after coronavirus lockdown shuts world's top producer, which is in Malaysia. Other top producers are in China, India and Thailand, this story reports. "
335,"16-year-old Julie A has died in Paris, becoming the youngest French victim of #coronavirus This, as the country reported its highest daily death toll from the pandemic "
336,"#Iran Regime Lying About Deaths From #COVID19, Warns Insurgent; report on 03/26 webinar on #Coronavirus consequences in Iran. https://www.newsmax.com/john-gizzi/iran-coronavirus-ayatollah-mohaddessinkhameni/2020/03/26/id/960127/ @newsmax @johngizzi"
337,"Spain’s coronavirus death toll tops 4,000, with over 56,000 cases reported https://f24.my/6JxR.t"
338,"🔴 BREAKING - Spain’s coronavirus death toll surpasses 4,000, with over 56,000 cases reported https://f24.my/6Jx4.t"
339,"Spain's El País reports this morning that Chinese-made #Covid19 rapid testing kits has only 30% sensitivity, as opposed to the 80%-level expected, resulting in failures to detect positive cases in different hospitals. Figures confirmed by govt, it adds."
340,31 Italian doctors are reported dead after being infected with #coronavirus; 17 of them GP’s. Hard hit Bergamo is having to send bodies to be cremated in other parts of Italy. Meanwhile a third group of doctors from China arrived in Italy to help.. 
341,Spanish report on Madrid hospitals running a trial in which they’ll collect plasma from healthy patients who’ve recovered from #coronavirus in the hope that the antibodies can be used to cure or alleviate gravity of symptoms of new COVID_19 patients 👇 
342,"China initially hid the coronavirus outbreak &amp; then reported low numbers to align with Xi's ""people's war"" propaganda campaign, raising doubts over new reports showing a decline in cases. Why is China on the UN committee overseeing human rights NGOs? https://www.washingtonpost.com/politics/2020/03/23/china-is-reporting-big-successes-coronavirus-fight-dont-trust-numbers/"
343,Province at epicentre of coronavirus outbreak lifts restrictions as China reports no new virus cases https://f24.my/6JfX.t
344,"Must be heeded: All are vulnerable to Coronavirus yet the unique conditions of the world’s 41M #IDPs could spell an even bigger catastrophe if they are left farthest behind the line for testing, treatment and other support. https://reliefweb.int/report/world/coronavirus-and-vulnerability-internally-displaced-people?"
345,"#BREAKING Iran reports 122 new #coronavirus deaths, raising toll to 1,934 "
346,This is consistent with the calculation I made from the rebound of « flu » reported by #sciensano a few days ago. The order of magnitude is right but I obtained 5% instead for #Belgium #coronavirus 
347,"On the 11th of March (10 days ago) we had 314 coronavirus cases in Belgium. Today, we have 2815 cases. Numbers always reported with the disclaimer that “figures only relate to cases tested and analysed, and therefore does not reflect the exact number of people infected.”"
348,"Here is my daily report on coronavirus. Some people asked for more countries, so I improved my reporting and included 166 affected countries. https://madlag.github.io/coronavirus_study/ #Covid_19"
349,"NEW: All pubs, restaurants and leisure centres across London will be ordered to close as the government steps up its emergency measures to combat the spread of coronavirus - reports @PickardJE"
350,"Such sad news tonight... BREAK Italy has reported 5,322 new cases of #coronavirus and 427 new deaths A total of 41,035 cases and 3,405 deaths The death toll has now surpassed that of China"
351,"BREAK: Italy reports 4,207 new cases AND 475 new deaths in past 24 hours Total now 37,513 coronavirus infections in the country and 2,978 Worst numbers to date 😢"
352,"Shocking report on Sky News about the reason behind the UK government’s sudden switch its from controlled spread approach to suppression of the coronavirus: experts told them that a best case scenario under the existing model was 250,000 deaths."
353,"Deutschlandfunk reports on COSMO project: Monitoring knowledge, risk perceptions, preventive behaviours, and public trust in the current coronavirus outbreak in Germany: https://www.deutschlandfunk.de/covid-19-bereitschaft-zur-einschraenkung-wegen-coronavirus.2850.de.html?drn:news_id=1110631 @CorneliaBetsch @rki_de @ZPID @BNITM_de @smc_germany @YaleGH #coronadeutschland"
354,"BREAK: Italy records a record 1,247 new coronavirus cases in last 24 hours As local media reports the country plans to put the northern regions on a virtual lockdown until April 3."
355,BREAK: First case of coronavirus has been reported in Northern Ireland - @Independent_IE
356,"hey guys, my tour will be cancelled bcs of the Corona virus. I’m so sorry for everyone that already bought a ticket, but I don’t want to take any risks. I hope I see you all next year! Stay safe &lt;3 - coby "
357,FACT: Drinking alcohol DOES NOT protect you against #COVID19 and can be dangerous. Frequent or excessive alcohol consumption can increase your risk of health problems. 👉🏽http://bit.ly/COVID19Mythbusters #coronavirus #KnowTheFacts
358,This is how many jobs are at risk in the U.S. due to the coronavirus outbreak https://bit.ly/39nE1KY #quarantine #coronavirus 
359,"Non-pharmaceutical interventions like physical distancing are vital to mitigate the risk of #coronavirus. But for &gt; 1 billion people that live in densely populated slums, it's almost impossible. Here's how can slow the spread in such settings: "
360,This is how many jobs are at risk in the U.S. due to the coronavirus outbreak https://bit.ly/39nE1KY #quarantine #coronavirus 
361,"You may catch #COVID19 and be at risk of becoming severely ill, if you've a noncommunicable disease/a pre-existing condition such as: ❗️Cardiovascular disease ❗️Chronic respiratory disease ❗️Diabetes ❗️Cancer Follow the advice from WHO 👉 http://bit.ly/33JFVo0 #coronavirus "
362,"In a drastic step, Italy has shut down most of its heavy industry to slow the spread of the #coronavirus. But trade unions say some workers are still at risk and are calling on the government to go even further and shut down all non-essential production. "
363,Some tips on how you can reduce the risk of #coronavirus infection. 🧼🤧 Thanks for the recommendations @WHO
364,A total disgrace that Irish Gov's ever allowed #US Military use #Shannon to destroy the lives of millions. @LeoVaradkar Are we going to risk the lives of Irish people now by allowing US Military troops to come to Ireland from the US when #Trump was in denial about #coronavirus..? 
365,"Deutschlandfunk reports on COSMO project: Monitoring knowledge, risk perceptions, preventive behaviours, and public trust in the current coronavirus outbreak in Germany: https://www.deutschlandfunk.de/covid-19-bereitschaft-zur-einschraenkung-wegen-coronavirus.2850.de.html?drn:news_id=1110631 @CorneliaBetsch @rki_de @ZPID @BNITM_de @smc_germany @YaleGH #coronadeutschland"
366,"An aspect of the #coronavirus crisis that wasn’t discussed ahead of the health ministers meeting today (acc. to official brief), but which one EU official told me is terrified about is the risk of the 🦠 reaching cramped refugee camps in 🇬🇷. It would cause a humanitarian disaster"
367,"Thinking of Italy, proud of my country that is going through a difficult period with courage,awareness,tenacity and altruism. Many thanks to the Italian doctors,nurses and researchers who work every day at their own risk to manage the #Coronavirus emergency. I'm sure we’ll manage "
368,#Coronavirus: World Bank $12 billion aid package to prioritise support to the poorest and most at-risk countries to counter the effects of #Covid_19 which has spread to more than 70 countries around the world #ResilienceForAll
369,"Requested of @EP_President yesterday morning, that due to #coronavirus risk, Plenary should be in Brussels, not Strasbourg, to prevent movement of thousands - Now we've contradictory restrictions in Brussels for 3 weeks, but Strasbourg goes ahead. Crazy, where's the consistency? "
370,Today’s @IFRC TikTok comes to your screen thanks to JJ and Aurora from the @IFRCAsiaPacific team. How to reduce your risk of getting #coronavirus? More hand washing (and look at that Pikachu dance!). #COVIDー19
371,".@PeterDaszak keeping the world humble about #coronavirus emergence and human infection at @WHO meeting. We don’t definitively know animal species of origin, mode of transmission from animal to humans, &amp; how to reduce risk of transmission. #nCoV – at WHO Executive Board Room"
372,Scientists have been able to monitor the #coronavirus pandemic faster than any previous outbreak. Find out how #EUfunded research on gene sequencing and online sharing of data is helping them ⬇
373,"Pests are set to flourish during the COVID_19 lockdown, causing problems for essential services according Pest Magazine: https://tinyurl.com/r9v744c #PestControl #EssentialServices"
374,#COVID19: @EUCouncil adopts new legislation releasing #cohesionpolicy money from #EUBudget to help tackle the effects of #coronavirus pandemic. Entry into force in 2 days. Support for: ✅healthcare ✅SMEs ✅workers ✅community services Read the press release👇
375,Dera Sacha Sauda's Volunteers always #ReadyToServeTheNation &amp; now they also ready to provides their services for saves people from Corona virus with inspiration of Saint Dr. @Gurmeetramrahim g Insan...👇👇👇
376,"VIDEO: 🇹🇭 As food delivery services thrive in #Bangkok during the city's partial #coronavirus lockdown, one mall has set aside a special area for food delivery workers, adapting its space so that they can sit at least one metre apart as they wait for orders "
377,"Faced with the #Coronavirus, #GroupePSA swings into action. The Groupe's medical services are organizing the donation of intensive care medical equipment to hospitals in Milan, Madrid and Mulhouse."
378,#BREAKING Chinese President Xi Jinping has urged G20 countries to remove trade barriers as part of efforts to spur a global recovery after the economic shock of the coronavirus pandemic 
379,"In response to #COVID19, governments should: 💸 Provide resources for the immediate public health emergency 📉 Buffer the economic shock 🛤️ Develop a path towards recovery 👍Earn back the confidence of citizens See our recommendations ⤵️ #coronavirus "
380,Our goal is to make sure our companies - big and small - have the liquidity they need to withstand the shock. And that jobs and incomes of affected workers are protected. We have all the tools we need at our disposal. We will use them fully as the situation evolves. #coronavirus – at European Commission - Berlaymont
381,"🇷🇺 #Moscow went into lockdown this Monday in a bid to slow the spread of the #coronavirus The order coincides with the beginning of a ""non-working"" week declared by President Vladimir Putin last week Read more here ⤵️ "
382,"😷 What are countries around the world doing to contain &amp; slow the spread of the #coronavirus? Our 🆕 #COVID19 Country Policy Tracker allows you to explore the actions taken by each country to support citizens, businesses and the economy ➡️ http://oecd.org/coronavirus/en/#country-policy-tracker"
383,"As #coronavirus spreads to poorer countries, here's how the world can help https://bit.ly/3auI5us #covid19 #inequality @oxfam"
384,"UNHCR’s leading public health expert Ann Burton says prevention and inclusion of #refugees &amp; those forced to flee must be at the heart of the #coronavirus response: Our Q&amp;A on how we are working to slow #COVID19 spread, reduce its impact and save lives."
385,The Red Cross Red Crescent volunteers and staff around the 🌍continue to do everything they can to halt the spread of #coronavirus. They are our #MondayMotivation. We are in this together! ❤️
386,"Due to spread of #coronavirus in Iranian prisons, several women prisoners have died, including 2 women in Qarchak Prison of Varamin. "
387,What else spreads like a virus and is highly contagious? This fantastic video by @bellingcat helps you navigate the disinfo ecosystem around #COVID19: https://www.bellingcat.com/news/2020/03/25/the-coronavirus-disinformation-system-how-it-works/
388,"Watch this short animation to learn more about #COVID19, how it spreads and how to protect yourself against it. #coronavirus "
389,"EU takes action on all fronts to reduce the spread of the coronavirus, help procure medical equipment, support research on treatment and vaccines, prop up the economy to save people’s jobs and support companies - and much more. #coronavirus. "
390,Track the spread of coronavirus around the world https://bit.ly/39oHwBK
391,We continue to mobilise all the means at our disposal to fight the spread of the #coronavirus. 📥 Download 🆕 factsheet on EU’s response to the crisis: https://europa.eu/!bV48bB
