,0
159,"🆘 Dear .@DrTedros @FIFAcom,be advised, #Mohammad_Mokhtari - @DamashFC in #Gilan Province has been detained by the security forces of the regime after revealing #IranCoVidTruth,advising us more 100 persons per day just dying of #CoronaVirus in Gilan and mass-burial of the victims"
160,He is talking about panic not coronavirus per se. Is this not dumb ? https://twitter.com/28delayslater/status/1236196747061399553?s=21
161,"🔴 🔸Greta: How dare you, #Coronavirus!? 🔹Corona: Just give up, Greta! I am here to save the environment from you , marionette!!! https://twitter.com/good_heavens00/status/1242491924478595072"
162,"Moltrasio, Lake Como Solitude as a way of life. Self-isolating. Three weeks completed. Time for contemplation. Be responsible. Be resourceful. Use this time well. Look after each other 🙏 #COVIDー19 #coronavirus #CoronaVirusitaly https://twitter.com/ajcrewdson/status/1239179111127552001/photo/1"
163,"🔴🆘 Dear @RedCross @roteskreuz_de @roteskreuzat @RotesKreuz_ZH @WHO , @WHO , The tyrannical regime in #Iran is not capable of crisis management in order to deal with the spread of the #CoronaVirus. We, the people of Iran need immediate help to avoid a humanitarian disaster. "
164,"Wonder what happens, when some of the Republicans are confronted in real life with Coronavirus ... What will the be doing? What will they be saying? CDC .. not our fault, Trump did it? We wanted to help the people, but Trump forbid #FlatBrainTrump #TrumpIsAPityRag"
165,"c’mon, @Pornhub: we need your help in Lombardy #coronavirus 😏"
166,"🔴🆘 Iranians are asking for help and assistance from the country and the Americans , as well as from the UN. The regime in #Iran has committed a major genocide with the deliberate introduction of the #CoronaVirus into Iran and the lack of any services !!! https://petitions.whitehouse.gov/petition/prevent-iranian-holocaust"
167,"Together to fight #COVID19! Within 20 days, researchers have submitted 270 applications for the special call launched by @snsf_ch to help fight the #coronavirus. The majority are biomedical, but there are also 75 projects from humanities &amp; social sciences. "
168,Preventing further spread of the #CoronaVirus outbreak requires a massive global 🌍 effort. Every one of us has a critical role to play to help respond to #COVID19 #StrongerTogether #Coronavid19
169,A helpful website (in case you don't know it yet) https://www.corona-data.ch/ #CoronaInfoCH
170,At his looks interesting. Check it out and see if you can help to fight #COVID19 #coronavirus by donating some blood. @ETH @ETH_en @SwissTecScience
171,Excellent Maths resources here to help occupy hungry minds! #SelfIsolation #maths #coronavirus #COVID19
172,#Data #Statistics and #models help us make decisions #coronavirus #SlowDown #StayAtHome
173,Changing bookings to get home from Italy because of #italylockdown Everyone helpful and understanding except @easyJet who charged standard admin fees for ticket change. #coronavirus #COVID19
174,Da steht sicher etwas in einem der Ordner des Managementhandbuches! Kapitel 1246 - What happens if the Coronavirus strikes. #youdreameryou
175,"People stuck at home during the pandemic are streaming more videos, but uncertainty in the ad market is making it hard for publishers to capitalize on the higher viewership with more ad revenue https://www.wsj.com/articles/coronavirus-quarantine-boosts-streaming-video-but-not-advertising-yet-11585215004 via @WSJ"
176,Today is the first day of a 3-week free online course on COVID-19 taught by members of The UK Public Health Rapid Support Team and put on by The London School of Hygiene & Tropical Medicine (@LSHTM). This is a great way to stay busy and informed! See more:
177,My therapist is ill with corona virus. :( Next week's therapy is cancelled. :( Hoping for the best for her.
178,Italia: 5.000 posti di terapia intensiva! Germania : 28.000 posti di terapia intensiva! Grazie a tutti i governi che hanno saputo sapientemente usare i soldi degli italiani! #coronavirusitalIa #COVID2019 #coronavirus #iorestoacasa #iostoacasa #Coronaviriusitalia
179,Does the news around the coronavirus affect your travel plans and itineraries? #traveltalk #coronavirus #travelbloggers
180,How „Vorarlberger Nachrichten“ newspaper is serving it‘s readers and it’s region during the Corona-outbreak. ❤️ https://www.inma.org/blogs/ideas/post.cfm/covid-19-spurs-vorarlberger-nachrichten-to-bring-its-community-closer-with-vorarlbergstickstogether #vorarlberghältzusammen #corona #coronavirus #covid19
181,Important step to stop the spread of #fakenews about the #coronavirus. Please also discuss #immunization misinformation while you are at it!
182,RFS urges China to stop censuring information about coronavirus epidemic 
183,"Was interviewed on BBC 5live breakfast show earlier about living in a nation in lockdown. Through my nervousness, I outlined just how quickly coronavirus has taken a grip &amp; the need for individuals &amp; communities to adhere to the decree. I somehow plugged @TheSquareBall as well!"
184,"During today’s live Q&A on TikTok, @ecapobianco was asked a number of #coronavirus questions: what about the cancellation of @BTS_twt concerts? Will students be able to enjoy Easter or summer holidays? He gave great answers &amp; now he has new fans amongst Tiktokers 👍🏽 #COVIDー19"
185,He is talking about panic not coronavirus per se. Is this not dumb ? https://twitter.com/28delayslater/status/1236196747061399553?s=21
186,When I get back home I’m not allowed to go back to work for two weeks cause they’re worried about the corona virus
187,"Great work, how #FlatBrainTrump left Americans all alone with the Coronavirus and has no damn clue, what this virus is all about. Trump still thinks CoronaVirus is a beer and not an illness .. #BoycottTrump #MittRomneyIsARealAmericanHero"
188,@nntaleb i would like to hear your opinon about the risk about #coronavirus #COVIDー19 many txs
189,"Owners of a GA about to get a reduction / discount. SBB is working on it, they say. #CoronaInfoCH #SBB"
190,Kevin Sneader: We should forget about what normal looks like https://www.cnbc.com/video/2020/03/25/mckinseys-sneader-weighs-in-on-the-new-working-normal-amid-coronavirus-crisis.html #continuous #learning #innovation
191,"David Runciman on how the #Covid19 crisis reminds us that politics is about power: ""'Vote for me or the other lot get in' is routine democratic politics. 'Do this or else' is raw democratic politics.”"
192,"In nutshell, Pakistani journalists lack professionalism and know nothing about precessional ethics. They’re the most illiterate people in this country. These BA pass duffers should go back to schools to unlearn certain things and develop into sound professionals. #CoronaVirus"
193,"Today, there have been inaccurate news stories regarding our testing materials and actions in the Netherlands. We understand your concern about the enormous global demand for novel coronavirus tests. Please read our full statement to get the facts: https://go.roche.com/26032020"
194,"Daniel Koch on observing mobile data: @BAG_OFSP_UFSP asked Swisscom to get data about the past (max 24h back &amp; anonymous), to see if the restrictions of movement work or if there is still lots of social movement. #CoronaInfoCH"
195,Coronavirus isn’t real for people until it’s someone they know who is sick or dead - Someone they love is sick and dead. Soon that will be about everyone.
196,"Hi, you can benefit from our new rebooking policy due to Coronavirus: the value of your cancelled tickets remain, and you can book any new flight with departure date up to Dec 31, 2020 by informing us about the destination until Aug 31: https://bit.ly/31SlnsF Best regards, Laura"
197,"Government says that nobody who has to do short-time work due to the current situation has to worry about their salary. 'But there could be delays', says Ueli Maurer, as there have been 400'000 applications for an allowance for short-time work. #CoronaInfoCH"
198,"Dear young & healthy Watch what #CoronaVirus can do to your lungs! This is not just about the #COVID19 death risk, but potential severe permanent lung damage &amp; trouble breathing #StayHome #SocialDistancing https://news.sky.com/story/coronavirus-italian-doctors-warn-covid-19-can-make-young-people-seriously-ill-11961000"
199,"I tried to warn everyone of my followers and friends about the #coronavirus while I was living in Wuhan during the #CoronaOutbreak , I bet now they wish they listened to me earlier smh 🤦🏽‍♂️"
200,Was that girl lying about her 30 something cousin dying in London from Coronavirus? Tweet seems to have been deleted...???
201,.@JoeriRogelj about impact of #coronavirus on the #climatecrisis
202,"Borders are just one little tiny piece. What I do like is, Trump was asked if he was tested for Coronavirus and didn't answer. Now imagine: a rally, where he shakes many many hands. And he could be infected. Now, what about a border?"
203,"We don’t have a financial crisis in which a bubble collapses, but a real crisis. From a long term perspective, a real crisis leads to new investment and economic growth. Hence, #coronavirus could also have a positive effect in the long run."
204,"🔴🆘 Dear @RedCross @roteskreuz_de @roteskreuzat @RotesKreuz_ZH @WHO , @WHO , The tyrannical regime in #Iran is not capable of crisis management in order to deal with the spread of the #CoronaVirus. We, the people of Iran need immediate help to avoid a humanitarian disaster. "
205,Death toll quickly raising in Italy - recruiting retired doctors to battle coronavirus crisis #coronavirus #COVID19
206,"🔴🆘 Dear .@WHO, During the #CoronavirusChino, the Ayatollahs in Iran did not stop the flies from China to Iran ( Mahan Airlines affiliated to #IRGC) just for the commercial reasons. And now we have the crisis with #CoronaVirus in Iran. #AyatollahsSpreadCOVID19"
207,Kevin Sneader: We should forget about what normal looks like https://www.cnbc.com/video/2020/03/25/mckinseys-sneader-weighs-in-on-the-new-working-normal-amid-coronavirus-crisis.html #continuous #learning #innovation
208,#COVID19 #HomeOffice #livingintimesofcrisis Security - Mental Shift - New Normal - Ignore the pressure
209,"David Runciman on how the #Covid19 crisis reminds us that politics is about power: ""'Vote for me or the other lot get in' is routine democratic politics. 'Do this or else' is raw democratic politics.”"
210,"Monetary policy has been the main topic of my professional life as a #researcher and #journalist. This is some of the best I have read. Thanks, @NathanTankus, for the detailed and accurate summary of the #Fed's crisis response."
211,‚The crisis will not be over yet by mid May‘ says ⁦@alain_berset⁩ #CoronaInfoCH
212,"Eurozone is sinking into the biggest economic crisis in its history as measures to contain #coronavirus pandemic bring much of the business world to a standstill, chart @business https://bloom.bg/3adLFsE"
213,"We don’t have a financial crisis in which a bubble collapses, but a real crisis. From a long term perspective, a real crisis leads to new investment and economic growth. Hence, #coronavirus could also have a positive effect in the long run."
214,"First crisis of our generation of the well nurtured and sheltered, which is acutely felt and cannot be denied. Mastering it will be painful. But with self-restraint, and empathy for others, it will work. Together. #Corona #Coronavirus #Covid19 #Covid_19"
215,.@JoeriRogelj about impact of #coronavirus on the #climatecrisis
216,"Creo que la crisis del coronavirus se ha dejado llevar por una falta de medidas por parte de las autoridades, los medios que no han ayudado y porque la gente ha visto demasiadas películas apocalípticas #coronavirus"
217,"Mind the last mile: Agustín Carstens calls for urgent action to bridge the last mile and get central bank liquidity, via banks, to the businesses that need it most #smallbusiness #SMEs #BankLending #taxes #tradefinance #Covid19 #coronavirus @FT @FTOpinion"
218,"#BaselCommittee’s oversight body, the Group of Central Bank Governors and Heads of Supervision, has announced Basel III will be deferred by one year to increase the operational capacity of #banks &amp; supervisors to respond to #coronavirus #BaselIII https://www.bis.org/press/p200327.htm"
219,From todays press conference: Banks agreed to have 0% interest in loans for companies. Loans can be paid back within 5-7 years. Companies have to be able to proof that their need for a loan is due to coronavirus. #CoronaInfoCH
220,"Hey, #BullyPunkyTomFitton, one question: how many Americans have to die, until you think things over? How many does it take? #CoronaVirus #NotWuhanVirus #NotChineseVirus And stop lamenting. Trump started it, now live with the consequences #BabyBrainFitton Right, you are no man"
221,The Rules of Contagion — a study of how a #virus spreads An #InfectiousDisease expert applies mathematics 🧮 to explain the spread and control of #outbreaks via @FinancialTimes #coronavirus #China #science
222,"Eurozone is sinking into the biggest economic crisis in its history as measures to contain #coronavirus pandemic bring much of the business world to a standstill, chart @business https://bloom.bg/3adLFsE"
223,Go Europe Go #coronavirus 
224,"BREAKING: Washington Doctors SUCCESSFULLY Treat Coronavirus Patient with Experimental Anti-viral Medication -- ""Significantly"" Improved in Hours (VIDEO) https://www.thegatewaypundit.com/2020/02/breaking-washington-doctors-successfully-treat-coronavirus-patient-with-experimental-anti-viral-medication-significantly-improved-in-hours-video/ Download Now https://opr.as/share"
225,Magnificent thread on the real hit from the #coronavirus 
226,"Pensiero personale: Non voglio creare ulteriori allarmismi, ma volevo segnalarvi che fumare, 🚬 condurre una vita sedentaria, 🛋 non seguire un regime alimentare adeguato 🍟 uccide ogni giorno molto di più del Coronavirus. 👑 🦠 #coronavirus"
227,"breve storia triste: fosse stata imposta la quarantena obbligatoria ai rientranti dalla Cina di ogni forma,colore e professione, non saremmo qui. #coronavirusitalla #Coronavirus #spiace"
228,Sterblichkeitsrate Grippe ca. 0.1% (1 von 1000 stirbt). Coronavirus ca. 3% (1 von 30 stirbt).Vielleicht sind die effektiven Zahlen anders - lasse mich gerne belehrten - „order of magnitude“ sprechen wir von einer 10 bis 100x höheren Sterblichkeitsrate! https://www.worldometers.info/coronavirus/#age
229,"#Liberia is NOT a serious Country. The government is still underestimating the magnitude of the coronavirus. For a country devastated by the Ebola, one would expect more serious measures to be taken. @BBCAfrica @Reuters @AfricanStar2 @VOAAfrica @CNNAfrica"
230,4 ways the government can use #AI to track #Covid19 Health experts are turning to advanced analytics and #ArtificialIntelligence to augment current efforts to prevent further infection. #CognitiveNews @CDCgov @HomelandRBLX
231,Even during lockdown you can make a significant impact on controlling the spread of coronavirus through your habits. Here is how we can make a difference ! #COVID19 #FlattenTheCurve
232,"Isn't this wonderful? ""We consider p = 0.06 to indicate statistical significance on the basis of an opinion piece in Nature, titled 'Scientists rise up against statistical significance' """
233,#Gold steadies near one-week high as #Coronavirus stalls stock markets. Do you think trend will continue? 
234,"Government says that nobody who has to do short-time work due to the current situation has to worry about their salary. 'But there could be delays', says Ueli Maurer, as there have been 400'000 applications for an allowance for short-time work. #CoronaInfoCH"
235,"""This is the most frightening disease I've ever encountered in my career” says Richard Hatchett, CEO at The Coalition for Epidemic Preparedness Innovations @CEPIvaccines @gatesfoundation &gt; #EndCoronavirus @EndCoronavirus #COVIDー19 #coronavirus "
236,CEOs Lead The Coronavirus Response With Unparalleled Innovation 
237,How did China's state media cover the #coronavirus outbreak and what role are they playing? - Interesting piece by @AJEnglish including @MariaRepnikova @muyixiao @Jane_Li911
238,Life in Italy 🇮🇹 #Covid_19 #italylockdown #coronavirus 
239,The #of confirmed #coronavirus cases in now above 200k &amp; is in EVERY state in the US. Casinos in NV closed. In today’s @Nasdaq Daily Markets @ChrisJVersace &amp; I discuss the markets’ reaction to Trump’s proposed stimulus after Fed’s record bazooka blast
240,Join me at 4ET with @AftertheBell to talk #StockMarketCrash2020 #CoronavirusPandemic #italylockdown w/ @foxbusiness hosts @melissaafrancis &amp; @connellmcshance at 4 PM #AfterTheBell #Coronavirus @PaulAversano #FoxBusiness @alvarezmarsal @garybsmith @blakeburman @edwardlawrence
241,"As part of our coronavirus initiative, @InSphero will offer free safety testing in 3D InSight™ Human Liver Models for exploratory #COVID19 treatments #coronavirus #SARSCoV2 #drugsafety #3Dcellcuture https://insphero.com/media-release/insphero-offers-free-safety-testing-in-3d-insight-human-liver-models-for-exploratory-covid-19-treatments/"
242,"Monetary policy has been the main topic of my professional life as a #researcher and #journalist. This is some of the best I have read. Thanks, @NathanTankus, for the detailed and accurate summary of the #Fed's crisis response."
243,FML!!!! Coronavirus catches up with Switzerland - CNNMoney Switzerland 
244,[News : #CoronavirusChina] --&gt; Reports from China raised the possibility of so-called vertical transmission of this novel coronavirus passing from mothers to infants during pregnancy. https://www.medpagetoday.com/infectiousdisease/publichealth/84803 #China #CoronavirusTransmissionChain
245,[Acute Cardiac Injury : #COVID19] Reports suggest that the Middle East respiratory syndrome related coronavirus (MERS-CoV) can cause acute myocarditis and heart failure. https://www.nature.com/articles/s41569-020-0360-5 #Myocarditis #CardioTwitter
246,"🔴🆘 Dear .@WHO, During the #CoronavirusChino, the Ayatollahs in Iran did not stop the flies from China to Iran ( Mahan Airlines affiliated to #IRGC) just for the commercial reasons. And now we have the crisis with #CoronaVirus in Iran. #AyatollahsSpreadCOVID19"
247,President Akufo-Addo Frees 808 Prisoners To Reduce The Spread Of Coronavirus https://www.micafoakwa.com/2020/03/president-akufo-addo-frees-808.html?spref=tw
248,"🔴🆘 #IRAN: Outrage over regime’s failure to release any #Ahwazi women prisoners, as #coronavirus fears worsen https://wp.me/pbdYXj-1sA @AmnestyIran @amnestyusa @kuminaidoo @amnesty_de @AmnestyAustria @IranHrm #AyatollahsSpreadCOVID19"
249,#COVID19 #HomeOffice #livingintimesofcrisis Security - Mental Shift - New Normal - Ignore the pressure
250,Guys seriously 😂😂😂 ??? #coronavirus #CoopDielsdorf #Help
251,John Mahama Donates Hundreds Of PPEs To Ridge Hospital Health Workers To Help Fight Against Coronavirus https://www.micafoakwa.com/2020/03/john-mahama-donates-hundreds-of-ppes-to.html?spref=tw
252,"#healthcare #coronavirus Hospitals Made From Shipping Containers Could Help With #COVID19 by @wef TY, MT @pascal_bornet cc @chboursin @TopCyberNews @Julez_Norton @ShiCooks @Sharleneisenia @ravikikan @S_Galimberti @jeffkagan @achyutaghosh @jrzaranoid"
253,Local @ETH_en citizen science #COVID19 project. Help track the pandemic! #openscience #CitizenScience #CitizenScientist #communityspirit #quarantinefun #BoredomBusters #coronavirus #Covid_19 #Switzerland #SwissSolidarity #Swiss
254,'CEO Antonio Neri: ‘Proud’ HPE Technology And Teams Are ‘Being Called In To Help’ Battle Coronavirus' https://dy.si/DjRZ4
255,21-Year-Old Woman Tests Positive For Coronavirus After Boasting About Ignoring Social Distancing https://www.micafoakwa.com/2020/03/21-year-old-woman-tests-positive-for.html?spref=tw
256,"Mind the last mile: Agustín Carstens calls for urgent action to bridge the last mile and get central bank liquidity, via banks, to the businesses that need it most #smallbusiness #SMEs #BankLending #taxes #tradefinance #Covid19 #coronavirus @FT @FTOpinion"
257,"#BaselCommittee’s oversight body, the Group of Central Bank Governors and Heads of Supervision, has announced Basel III will be deferred by one year to increase the operational capacity of #banks &amp; supervisors to respond to #coronavirus #BaselIII https://www.bis.org/press/p200327.htm"
258,From todays press conference: Banks agreed to have 0% interest in loans for companies. Loans can be paid back within 5-7 years. Companies have to be able to proof that their need for a loan is due to coronavirus. #CoronaInfoCH
259,"Hey, #BullyPunkyTomFitton, one question: how many Americans have to die, until you think things over? How many does it take? #CoronaVirus #NotWuhanVirus #NotChineseVirus And stop lamenting. Trump started it, now live with the consequences #BabyBrainFitton Right, you are no man"
260,The Rules of Contagion — a study of how a #virus spreads An #InfectiousDisease expert applies mathematics 🧮 to explain the spread and control of #outbreaks via @FinancialTimes #coronavirus #China #science
261,"Eurozone is sinking into the biggest economic crisis in its history as measures to contain #coronavirus pandemic bring much of the business world to a standstill, chart @business https://bloom.bg/3adLFsE"
262,Go Europe Go #coronavirus 
263,"BREAKING: Washington Doctors SUCCESSFULLY Treat Coronavirus Patient with Experimental Anti-viral Medication -- ""Significantly"" Improved in Hours (VIDEO) https://www.thegatewaypundit.com/2020/02/breaking-washington-doctors-successfully-treat-coronavirus-patient-with-experimental-anti-viral-medication-significantly-improved-in-hours-video/ Download Now https://opr.as/share"
264,Magnificent thread on the real hit from the #coronavirus 
265,"Pensiero personale: Non voglio creare ulteriori allarmismi, ma volevo segnalarvi che fumare, 🚬 condurre una vita sedentaria, 🛋 non seguire un regime alimentare adeguato 🍟 uccide ogni giorno molto di più del Coronavirus. 👑 🦠 #coronavirus"
266,"breve storia triste: fosse stata imposta la quarantena obbligatoria ai rientranti dalla Cina di ogni forma,colore e professione, non saremmo qui. #coronavirusitalla #Coronavirus #spiace"
267,Sterblichkeitsrate Grippe ca. 0.1% (1 von 1000 stirbt). Coronavirus ca. 3% (1 von 30 stirbt).Vielleicht sind die effektiven Zahlen anders - lasse mich gerne belehrten - „order of magnitude“ sprechen wir von einer 10 bis 100x höheren Sterblichkeitsrate! https://www.worldometers.info/coronavirus/#age
268,"#Liberia is NOT a serious Country. The government is still underestimating the magnitude of the coronavirus. For a country devastated by the Ebola, one would expect more serious measures to be taken. @BBCAfrica @Reuters @AfricanStar2 @VOAAfrica @CNNAfrica"
269,4 ways the government can use #AI to track #Covid19 Health experts are turning to advanced analytics and #ArtificialIntelligence to augment current efforts to prevent further infection. #CognitiveNews @CDCgov @HomelandRBLX
270,Even during lockdown you can make a significant impact on controlling the spread of coronavirus through your habits. Here is how we can make a difference ! #COVID19 #FlattenTheCurve
271,"Isn't this wonderful? ""We consider p = 0.06 to indicate statistical significance on the basis of an opinion piece in Nature, titled 'Scientists rise up against statistical significance' """
272,#Gold steadies near one-week high as #Coronavirus stalls stock markets. Do you think trend will continue? 
273,"Government says that nobody who has to do short-time work due to the current situation has to worry about their salary. 'But there could be delays', says Ueli Maurer, as there have been 400'000 applications for an allowance for short-time work. #CoronaInfoCH"
274,"""This is the most frightening disease I've ever encountered in my career” says Richard Hatchett, CEO at The Coalition for Epidemic Preparedness Innovations @CEPIvaccines @gatesfoundation &gt; #EndCoronavirus @EndCoronavirus #COVIDー19 #coronavirus "
275,CEOs Lead The Coronavirus Response With Unparalleled Innovation 
276,How did China's state media cover the #coronavirus outbreak and what role are they playing? - Interesting piece by @AJEnglish including @MariaRepnikova @muyixiao @Jane_Li911
277,Life in Italy 🇮🇹 #Covid_19 #italylockdown #coronavirus 
278,The #of confirmed #coronavirus cases in now above 200k &amp; is in EVERY state in the US. Casinos in NV closed. In today’s @Nasdaq Daily Markets @ChrisJVersace &amp; I discuss the markets’ reaction to Trump’s proposed stimulus after Fed’s record bazooka blast
279,Join me at 4ET with @AftertheBell to talk #StockMarketCrash2020 #CoronavirusPandemic #italylockdown w/ @foxbusiness hosts @melissaafrancis &amp; @connellmcshance at 4 PM #AfterTheBell #Coronavirus @PaulAversano #FoxBusiness @alvarezmarsal @garybsmith @blakeburman @edwardlawrence
280,"As part of our coronavirus initiative, @InSphero will offer free safety testing in 3D InSight™ Human Liver Models for exploratory #COVID19 treatments #coronavirus #SARSCoV2 #drugsafety #3Dcellcuture https://insphero.com/media-release/insphero-offers-free-safety-testing-in-3d-insight-human-liver-models-for-exploratory-covid-19-treatments/"
281,"Monetary policy has been the main topic of my professional life as a #researcher and #journalist. This is some of the best I have read. Thanks, @NathanTankus, for the detailed and accurate summary of the #Fed's crisis response."
282,FML!!!! Coronavirus catches up with Switzerland - CNNMoney Switzerland 
283,[News : #CoronavirusChina] --&gt; Reports from China raised the possibility of so-called vertical transmission of this novel coronavirus passing from mothers to infants during pregnancy. https://www.medpagetoday.com/infectiousdisease/publichealth/84803 #China #CoronavirusTransmissionChain
284,[Acute Cardiac Injury : #COVID19] Reports suggest that the Middle East respiratory syndrome related coronavirus (MERS-CoV) can cause acute myocarditis and heart failure. https://www.nature.com/articles/s41569-020-0360-5 #Myocarditis #CardioTwitter
285,"🔴🆘 Dear .@WHO, During the #CoronavirusChino, the Ayatollahs in Iran did not stop the flies from China to Iran ( Mahan Airlines affiliated to #IRGC) just for the commercial reasons. And now we have the crisis with #CoronaVirus in Iran. #AyatollahsSpreadCOVID19"
286,President Akufo-Addo Frees 808 Prisoners To Reduce The Spread Of Coronavirus https://www.micafoakwa.com/2020/03/president-akufo-addo-frees-808.html?spref=tw
287,"🔴🆘 #IRAN: Outrage over regime’s failure to release any #Ahwazi women prisoners, as #coronavirus fears worsen https://wp.me/pbdYXj-1sA @AmnestyIran @amnestyusa @kuminaidoo @amnesty_de @AmnestyAustria @IranHrm #AyatollahsSpreadCOVID19"
288,#COVID19 #HomeOffice #livingintimesofcrisis Security - Mental Shift - New Normal - Ignore the pressure
289,Guys seriously 😂😂😂 ??? #coronavirus #CoopDielsdorf #Help
290,John Mahama Donates Hundreds Of PPEs To Ridge Hospital Health Workers To Help Fight Against Coronavirus https://www.micafoakwa.com/2020/03/john-mahama-donates-hundreds-of-ppes-to.html?spref=tw
291,"#healthcare #coronavirus Hospitals Made From Shipping Containers Could Help With #COVID19 by @wef TY, MT @pascal_bornet cc @chboursin @TopCyberNews @Julez_Norton @ShiCooks @Sharleneisenia @ravikikan @S_Galimberti @jeffkagan @achyutaghosh @jrzaranoid"
292,Local @ETH_en citizen science #COVID19 project. Help track the pandemic! #openscience #CitizenScience #CitizenScientist #communityspirit #quarantinefun #BoredomBusters #coronavirus #Covid_19 #Switzerland #SwissSolidarity #Swiss
293,'CEO Antonio Neri: ‘Proud’ HPE Technology And Teams Are ‘Being Called In To Help’ Battle Coronavirus' https://dy.si/DjRZ4
