Tweet,Cluster
"As the world is fighting the Coronavirus pandemic, Trump says the admin is halting US funding to WHO pending a review.",0
"Intelligence agencies reporting China actually had 2.9 million Coronavirus cases, not the 84,000 they claim. But, you’re still not supposed to call it China Virus, because it sure would be a shame to offend them. #ChinaVirus #ChinaMustPay",5
"NEW JERSEY - COVID-19 or also known as the Coronavirus has affected our population in more ways than we can count. We are being forced into our homes, quarantined with loved ones and our immediate families or significant others. #Coronavirus #Covid19 #Ed ",5
Fauci's NIAID Gave $3.7 Million To Wuhan Lab To Study #coronavirus Coronavirus in Bats? ,1
#BREAKING: #PAHouse approves bill allowing businesses to reopen if they follow CDC guidelines on social distancing,1
"A Meharry alum, Dr. Armen Henderson, was arrested for doing what Meharrians do, protecting the lives of poor folks from COVID19. It seems we have to fight for dignity while fighting a virus :Police Handcuff Black Doctor Who Tests Homeless for Coronavirus ",5
"Today in North Carolina a group came out to protest. They say they want NC to re-open from this coronavirus shutdown. But, about half protested from their cars. Because, you know, they don’t want to get coronavirus. ",5
New from me: Tiger King co-director & exec producer Eric Goode also owns a suite of trendy Manhattan hotels and restaurants. Some of the dozens of staff laid off by him amid the coronavirus outbreak are pleading with him for help. ,1
"Things are different in Fisher Island, the exclusive enclave that is one of the wealthiest places in America. No uninvited outsiders are allowed in. Entrance is permitted only by boat. And everyone there can now get tested for coronavirus antibodies. ",1
Two notices on Chinese university websites show the Chinese regime is censoring research on the origin of the #CCPVirus (#coronavirus). All research papers must first be approved by central authorities. It's the latest attempt to control the narrative on where it all began. ,1
#Coronavirus update: The three-day average of ICU admissions and intubations are down in New York. Some are saying that's due to a new protocol being used to treat the disease. @AielloTV reports,5
"NYC Health Dept. has made a dramatic change to how it is tracking coronavirus deaths, now includes those who did not have a confirmed test. This graph shows how significant this increase has become. ",2
Incredible. So now New York's #coronavirus death numbers will need an asterisk? ,2
This is comic book supervillain stuff man.,1
"BREAKING: Major League Baseball is participating in a massive coronavirus antibody study, with up to 10,000 tests taken nationwide over the next two days. Researchers hope the results offer a far better understanding of coronavirus' spread. News at ESPN: ",5
"John Stuart Mill, meet #coronavirus. #Coronavirus, meet John Stuart Mill. ",1
"""At least 41 grocery workers have died of the coronavirus and thousands more have tested positive in recent weeks"" ",5
"Funny President Trump showed a video clip of news shows with guests saying that Coronavirus was not going to be a problem The MSM Chowder Heads called it Propaganda And it was, propaganda they started that backfired on them Genies out of the bottle geniuses",0
"We are almost at 600,000 positive cases and over 25,000 deaths from the coronavirus, according to Johns Hopkins. Today, the US has the worst outbreak. This is a failure.A grossly negligent and yes, malevolent failure. And that failure is Trump's more than any other single person",2
"As the entire world fights coronavirus and while many Israelis celebrate the Jewish holiday of Passover, IDF troops caught three terrorists armed with a knife and fire accelerants, who crossed the fence into #Israel from #Gaza.",1
"""Trump's false claims of absolute power are alarming, of course. But his failure to scale up testing is unforgiveable and deadly. His power isn't absolute—but his incompetence is."" - @RepAdamSchiff #MangoMussolini",1
"After Republican Mike Garcia accuses Dem Assemblywoman Christy Smith of doing ""nothing"" to respond to the coronavirus epidemic, Smith's campaign releases fact-check with the many things she's done to respond ",1
.@amazon is now worth $1.1 trillion. @JeffBezos just got $6.3 billion richer. How are they sharing those profits with their workers? By failing to give them protective gear in warehouses. And firing them when they ask for better protections.,1
"Responding to criticism, White House releases list of administration actions on coronavirus in February: ",1
"Breaking News: New York City’s coronavirus death toll soared past 10,000 after officials added more than 3,700 people who had never tested positive for the virus but were presumed to have died of it. ",2
"At least 25,239 people have now died in U.S. from coronavirus. Johns Hopkins reports 1,611 deaths so far today. (There were 38 confirmed U.S. deaths on March 12.) The latest developments coming up in @CNNSitRoom including the Coronavirus Task Force Rose Garden briefing 5-7PM ET.",2
"NYC sharply increases its #coronavirus death toll by more than 3,700 victims after officials include people who had never tested positive for #COVID19 but are presumed to have died of it. ",2
The Senate majority leader has enabled Trump more than anyone,0
"Buh-Bye!.... Video: Day After Arguing With President Trump, CBS Reporter Paula Reid Has to be Told Four Times to Leave Coronavirus Survivor Meeting ",0
"Probably once a day I get a message from someone asking that we include the perspective of how many people die from car accidents, and heart attacks, & stokes, etc. in comparison to coronavirus. Coronavirus is contagious. The others are not.",4
"BREAKING: The coronavirus death toll in NYC just soared to more than 10,000 people after officials revised the count. ",2
"Mayors get things done. The swift and decisive leadership of @LondonBreed, and local leaders like her, will continue to save lives.",5
A federal judge has denied an emergency motion that would have allowed Mike Huckabee and other beach-front owners near Pensacola to be exempted from an order that closed all public and private beaches in their county amid the coronavirus outbreak. ,1
"California’s gradual reopening will depend on a series of public health benchmarks and the preparedness of schools and businesses, Gov. Gavin Newsom explained today as the state continues to make strong progress toward slowing the spread of the coronavirus ",1
"See the full simulation to show how far respiratory droplets can spread — and how a mask can help. If you haven’t been keeping your distance to fight the coronavirus, it may persuade you. ",5
Police enforcement @wholefoods? #coronavirus is spiraling into tyranny. ,1
"Early yesterday morning my father passed from complications due to the Coronavirus. He had spent the last month away from us in medical facilities for treatment of his preexisting conditions. Anyone who knows us, knows I get my appreciation of music, poetry, and food from my dad. ",4
"The best way to stop the spread of the coronavirus is to stay home. But if you must go out, it's important to keep your distance — and even staying 6 feet away from others may not be enough. This simulation shows why. ",5
Wrote a bit about the challenge (and opportunity) of organizing in these times. @theintercept,1
"Trump yesterday: “I was brutalized by the press.” You know what’s brutal? Needing a ventilator, not having access to one. Needing a #coronavirus test, not being able to get one. Needing a mask, a gown, a face shield, not getting them. Losing your job. Dying alone. That’s brutal.",5
"More than 9,000 health-care workers have been infected with the coronavirus ",5
"A student of Liberty University has filed a class-action lawsuit against the school, alleging that a “glacially slow” response to the coronavirus crisis put the health of students at risk ",1
"Don't know who created this, but congrats! #coronavirus ",1
"Maybe someone here needs this. ""Doctors are finding that placing the sickest coronavirus patients on their stomachs -- called prone positioning - helps increase the amount of oxygen that's getting to their lungs."" #COVID19 #coronavirus ",5
Yesterday we heard an important medical update from Dr. Michael Ryan of the World Health Organization (WHO) that presently it is unknown whether or not recovered patients from coronavirus are immune and can become reinfected. #COVID19NYC,1
"The co-founder of Aria Diagnostics, which will sell 50,000 #Covid test kits a week to NYC, told me his company started manufacturing tests after the federal govt. outbid his firm for remaining tests from their main supplier.",5
"BREAKING: Gen. Milley responds to rumors that coronavirus came from a Chinese lab. ""We've had a lot of intelligence take a hard look at that ""...""it's inconclusive, although the weight of evidence leans towards natural. But, we don't know for certain.""",1
"#Wapo has legit bombshell indicating the #coronavirus was created by &amp; escaped from a #Chinese lab experimenting on bats, which means the whole wet market story was just BS cover for a bio-experiment fuckup of epic proportion.",1
Today was my last day as deputy editor at @VibeMagazine. My position was eliminated as a result of various layoffs across the parent company in response to the coronavirus. Grateful to have nearly two years with one of the most iconic brands in music/cultural journalism. ,1
"State Dept FOIA office is also shut down due to #coronavirus. We were told to wait indefinitely now on all our requests for Spygate abuses of @RealDonaldTrump and Biden scandal docs! So Biden, conveniently, will be protected from any Ukraine-Burisma disclosures!",1
How can China's own testing be truthful when the kits they use are faulty? UK Government’s testing chief admits none of 3.5m antibody kits work sufficiently ,1
"Yesterday, CNN published a story about how the Chinese Navy is reportedly doing a much better job controlling the #Coronavirus than the US Navy (according to what the Chinese military is saying). Does CNN stand for China News Network? ",1
Dear @LindseyGrahamS: You lie. The impeachment trial ended Feb 5. Democrats in the House started writing legislation to address the pandemic in FEBRUARY. Democrats in the House held hearings on the #coronavirus in FEBRUARY. #FactsMatter,0
"Dr. Fauci concedes that the duration of the White House briefings is ""really draining"" and that doesn't even count preparation. ""If I had been able to just make a few comments and then go to work, that would have really been much better.""",4
"Florida has 21,000 #TrumpVirus cases, twice that of South Korea, a considerably larger country. When virus appeared in SK, SK attacked it, isolating the infected, tracking and quarantining those at risk, etc. Florida ignored it and kept the beaches open.",1
Among the loudest voices trying to #FireFauci: a guy who thinks vitamins can stop the coronavirus ,1
"NEW: Democratic Party bundlers are struggling to find time to prioritize raising money for Biden as they look to overcome hurdles from Covid-19. From dealing with layoffs to employees in the hospital, many bundlers aren't focused on helping Biden.",1
"It’s a scandal to loot taxpayers during an economic and human tragedy, but that’s exactly what Republicans did in the #COVID19 relief bill.",1
Trump tweeted almost 900 times in February but mentioned the coronavirus just 20 times ,0
Does anyone else find it statistically strange that we haven't heard of anyone in Trumps Inner Circle and/or Family having become sick with #coronavirus when he and they've so obviously been exposed numerous times...🤔 Just sayin...,1
"Good conversation today with Mrs. Elke Büdenbender of #Germany. We discussed the latest coronavirus developments in our countries, as well as some of the disinformation that has emerged. The United States is working closely with Germany &amp; Europe to defeat #COVID19.",5
Just did a quick search through Supreme Court cases after reading of #coronavirus spreading in prisons. Estelle v. Gamble (1976) &amp; Farmer v. Brennan (1994) make it clear that prisons have an 8th Amendment responsibility to protect against #COVID19. Save lives and avoid lawsuits.,5
"Nurses. Domestic workers. Delivery drivers. Janitorial staff. Essential workers are the backbone of our nation’s response to coronavirus—and we owe them the protections they need, the rights they are entitled to, and the compensation they deserve. ",1
We're winning our battle against the Coronavirus outbreak. ,1
I suspect there is a giant cover-up and gross mismanagement happening in Florida under this buffoon. Friends in FL please stay at home and stay safe!,4
"GRAHAM’S STAND: Sen. Graham Says Dems, Media Were ‘More Worried About Impeachment than Coronavirus’ ",1
JUST IN: Student files class-action lawsuit against Liberty University over coronavirus response ,1
Many of us have been screaming at the top of our lungs for cleaning and funding for nycha.....this was not unanticipated. We cannot be ok with how our gov is treating folks in public housing...many of these folks who also happen to be essential workers.,1
Trump: America first! Democrats: Americans last!,0
"Treatment news! This monoclonal antibody, which may not even require human plasma, may prove effective against COVID. Multiple companies working on it simultaneously. Expected availability within months.",1
"Dr. Fauci: White House coronavirus briefings are ""really draining."" ""It isn't the idea of being there and answering questions, which I really think is important for the American public,"" he said. ""It's the amount of time."" ",4
"Good job by #Jets DL Quinnen Williams, who donated $25,000 worth of healthy meals for medical professionals dealing with the coronavirus in New Jersey with the help of a celebrity private chef, Brianna’s Nutrition Kitchen. ",1
Coronavirus Timeline - by Hudson Institute - includes details on the role of China ,1
"This is a really fantastic article WSJ article for those comparing coronavirus to the flu. It explains why Covid-19 is different from in terms of past immunity, hospitalization length and rate, and the fatality rate. ",1
Two things Democrats never miss: 1. An opportunity to use a crisis to advance their left-wing agenda. 2. Any chance to attack the President. But what’s most scary about this #coronavirus crisis? The threats to our fundamental liberties at times like these. ,5
"Yes, Lady Gaga can get Taylor Swift to perform",1
"Democrat state representative who recovered from #Coronavirus using Hydroxychloroquine thanks President @realDonaldTrump: Had you not brought it up, ""I wouldn't even be here today.""",4
Democrat State Rep. Karen Whitsett who credited President Trump for talking about Hydroxychloroquine as a treatment for Coronavirus visits the White House. ,0
"India under PM Modi shows that it's not just a pathogen that can go viral. The coronavirus epidemic has also been the latest occasion for ""viral"" bigotry, as Modi's Hindu extremist backers feel free to attack Muslims. ",1
"GREAT ARTICLE! ""Now we’re all getting sick, and the Times wants still more people to be made comfortable coming into the U.S.... Thanks, New York Times!""",5
The Greatest Thing Happen Yesterday President Trump played a montage of the Media talking about Coronavirus. NOW THEY ARE CALLING IT AN IMPEACHABLE OFFENSE for playing it at the White House! IM GLAD HE PULLED OUT THE RECEIPTS &amp; proved they are liars ,0
.@WashingtonPost headline mocks Christian pastor who died from #coronavirus. ,1
Not even a pandemic can stop Republicans from giving tax handouts to the wealthy,1
#Coronavirus (Covid19) trend analysis graph for BRAZIL. #CoronaVirusUpdates,1
68% of Britons say that the Government are handling the coronavirus outbreak well. This is up from 64% when asked last week ,5
.@realchrisrufo: San Francisco responds to the #coronavirus with an experiment in lawlessness. ,1
Moderna's #mRNA vaccine candidate against the novel coronavirus: from concept to Phase 1 in 42 days ,1
"Chris Cuomo says coronavirus battle made him realize his CNN show is not ""worth my time"" ",1
"Together, we can slow the spread of #COVID19. Here are the most recent guidelines for Americans from the @WhiteHouse and @CDCgov. #coronavirus ",5
"For Sherlock Holmes, the key to the story was the dog that didn’t bark. The last two weeks were supposed to be catastrophic—massive spike in #Coronavirus deaths! Didn’t happen. So the experts have again misled us. It would be nice to hear a note of apology",5
"Florida Surgeon General Dr. Scott Rivkees was removed from a coronavirus briefing Monday, moments after he urged social distancing to remain in place until a coronavirus vaccine is developed — which could be at least a year away. ",5
"It appears that the College Football Playoff will expand, officials predict. How much? “I think we should do 16. If not, at least 12. That’s what everyone wants. That’s where the value is. Athletes want it, fans want it and TV wants it.”",1
How long? people are impatiently asking about #Covid19 containment measures. The answer: longer. Probably a lot longer.,5
"Every time a hospital admits, discharges, or loses a patient to Covid-19, they are compensated 15% more according to the CARES ACT, SEC 4409. NYC was facing a hospital budget crisis and you fixed it for them. They are inflating all of their #coronavirus numbers. ",5
"The NIH-led Phase 1 study of mRNA-1273, Moderna’s vaccine candidate against the novel coronavirus, continues on track with enrollment of participants at the highest dose ",1
Judge Napolitano: Coronavirus Crisis Is Leading To ‘Slow Death Of Civil Liberties’ ,1
Paul Manafort seeks release from prison to home confinement citing coronavirus threat ,1
"Tax change in coronavirus package overwhelmingly benefits millionaires, congressional body finds ",1
"My new article w R Muggah in Foreign Policy: The pandemic has decreased some kinds of crime and increased others. But the world is much safer than it used to be, and we know how to make it even safer.",5
"A helpline has opened for those at high risk of #coronavirus who don’t have existing support or internet access. If you’re 70+, pregnant, a disabled person, receive the flu jab for medical reasons, or access mental health services, you can call: 📞 0800 111 4000 (9am - 5pm) ",5
"There is a ""but.""",1
OUTRAGE: Deep State CIA undermines @RealDonaldTrump and places CIA employees at risk with misleading info on #Hydroxychloroquine and #coronavirus. ,1
An 88-year-old man is hoisted up to his wife's nursing home window in a bucket truck so he can tell her he loves her 😭😭😭  by @steveannear,1
if coronavirus was a football team: ,1
"New from me, a personal essay: I survived coronavirus. What now? ",4
"An important resource for teaching kids about the #Coronavirus. And it's free! Coronavirus: A Book for Children by Elizabeth Jenner, Kate Wilson &amp; Nia Roberts illustrated by Axel Scheffler Download this free e-book:  #StayHomewithCandlewick @NosyCrow",1
"This reporting was finished pre coronavirus but is finally published: The White House Blessed a War in Libya, but Russia Won It  now with a chance to leave your comments!",5
"#Israel Could Have A COVID Vaccine In Weeks, Says Top Researchers 'Their scientists are years ahead of many scientists working to develop a vaccine...after spending years developing a vaccine against the avian coronavirus.' @JennieSTaer  via @SaraCarterDC",5
"A bar in Belfast has found a novel way of bringing pub grub and pints of Guinness to their customers in the city, while bars remain closed due to the coronavirus pandemic. ",1
"Trump’s former campaign manager, Paul Manafort, is asking to be released from prison early and serve the remainder of his 7-and-a-half year sentence at home due to the #coronavirus pandemic. ",1
You love to see it...,1
"He was a doctor who never got sick. Then the coronavirus nearly killed him. Dr. Ryan Padgett, an All-Big Ten guard and member of the '95 Rose Bowl team, has been on the front lines in Seattle. NYT:  #GoCats",1
"President @realDonaldTrump is leading the nation in the war on the coronavirus, guiding us through an unprecedented period. Like most everyone, our campaign has pivoted to an all-virtual setting. The difference is we’re better at it than anyone else. ",5
"A new strategy for bringing people back to work during COVID-19—by me, @BobKocher, &amp; @LanheeChen @FREOPP:  #covid19 #coronavirus",5
"The doctors tried a drug called Actemra, which was designed to treat rheumatoid arthritis but also approved in 2017 to treat cytokine storms in cancer patients. (By @RichReadReports for @latimes) (9/15)",1
Telemedicine is saving lives everyday by keeping patients home and safe from #COVID19. It’s crucial that policymakers empower doctors to make telemedicine a staple moving forward.,1
"""Amazon has fired two employees who were outspoken critics of its climate policies and who had publicly denounced the conditions at its warehouses as unsafe during the coronavirus pandemic."" ",1
How can an antibody from a person who recovered from #SARS nearly 20 years ago help in the fight against#COVID_19? Find out on my blog. #NIH,1
"D.C. reported 15 covid-19 fatalities, the most in one day. All but two were black. The victims in a 46% black city are 76% black. We are updating our regional covid-19 tracker page here:",5
"Pastors sue California governor for coronavirus restrictions ""criminalizing the free exercise of religion"" ",1
Taiwan releases December email to WHO showing unheeded warning about coronavirus  #FoxNews,1
"Thank you to the dedicated men and women of @CBP who put themselves in harm’s way every day, especially now during the #coronavirus pandemic, to ensure the safety and security of our country. ",5
Just sayin:  #TrumpMeltdown #Covid_19 #WhiteHousePressBriefing #BreakingNews,1
South Korea takes university exams inside a soccer field due to coronavirus ,1
AAAAAAANDDDD here we go with the Coronavirus-themed Craigslist ads 🤦‍♀️ THIS IS NOT HOW YOU SOCIAL DISTANCE pic.twitter.com/w6XyPdwNwA,1
"My latest. @RepAdamSchiff tells @motherjones the House intelligence committee is investigating the intelligence produced about the #coronavirus pandemic, what information reached @realDonaldTrump &amp; how he responded to it. Please read, watch, RT &amp; share",5
"When it comes to the month of February, most Democrats and the media were more worried about impeaching President @realDonaldTrump than coronavirus. ",0
34 times Trump downplayed the coronavirus ,0
Bruce Springsteen and more stars from New Jersey will be performing to benefit the state's fight against the coronavirus pandemic ,1
I will be giving my daily #Coronavirus briefing at 11:30AM ET. Watch here: ,4
"Jared Kushner, a man with literally no experience in this, is running a shadow coronavirus task force with a direct line to Trump. We may never know who's involved, because he's doing it over private email accounts. How is this not a huge scandal? ",0
Trump was highly dishonest at last night’s briefing even by the standards of Trump at briefings. Team fact check:,0
"Here's an example on how disorganized & cruel the Trump administration has been. He tells states they are on their own to obtain supplies, they order their own, he then seized the orders for federal use. Then he goes on TV each night & lies. #VoteThemOut",0
#Coronavirus (Covid19) trend analysis graph for TURKEY. #CoronaVirusUpdates,1
"Citing health issues and the pandemic, former Trump campaign chairman Paul Manafort, 71, is seeking release to home confinement, although he has about 4.5 years to go on his 7.5-year sentence.",0
"For the first time in years, people aren’t flocking to hyper-partisan news sites, but rather they’re leaning into trusted national and local news sources because of coronavirus. ",5
"BREAKING: 82% of the benefits of a tax change tucked in the must-pass coronavirus package will go to people earning more than $1 million/yr, new JCT report finds Hedgefunds &amp; real estate owners are main beneficiaries Report requested by @SenWhitehouse",1
"Do you have a close family member or close friend that is in the Trump cult? If so, has the undisputedly lethally inept #coronavirus response by Trump made a dent in their support of him?",0
Why can’t we have nice things? Countries With The Best Coronavirus Responses Have One Thing In Common: Women Heads of State ,5
Playing politics with their own lives? Poll finds only 18% of Democrats would even consider using Hydroxychloroquine as a treatment if they were diagnosed with coronavirus ,1
"A tax change in the coronavirus package overwhelmingly benefits millionaires, Congressional body finds. The provision, included by Senate Republicans, would cost taxpayers approximately $90 billion in 2020. ",1
American taxpayers have suffered enough from COVID-19 and China’s blatant cover-ups and misinformation campaigns cannot be ignored. They must be held accountable. #ny02 #coronavirus ,1
"Boston pediatrician: A 1 microgram per meter-cubed increase in particulate matter raised the chances of death from COVID by 15%. We know that air pollution is killing people with COVID. So, climate solutions are pandemic solutions. ",5
"Captain Crozier was fired because he didn't want his sailors to die and he took action to protect them. Now right wing fanatics, including torture lawyer John Yoo, seek to destroy his reputation. Bring back the Captain! ",1
The coronavirus pandemic is putting law students’ futures on hold ,5
The history of #coronavirus #COVID2019 #TuesdayThoughts,5
Press should be skeptical probing & combative where necessary. @realDonaldTrump #coronavirus briefings are knife fights. Reporters show 0 respect for @POTUS who has 0 respect &amp; patience for most reporters. Result is a distasteful brawl that doesn't help either side or the public,1
"If you're lucky enough to have an office job after coronavirus, it will probably be a lot different. I call the end of the (open) office as we know it. ",4
Chris Cuomo admits he lies for a living and doesn’t like doing it.,1
"When the Coronavirus over with, the world finna be a full block party 🤦🏾‍♂️😂",1
"Israel Sauz, Gas-Station Worker and New Father, Dies at 22 of #coronavirus ",1
"CORONAVIRUS CRISIS: Florida Surgeon General Scott Rivkees said Floridians will need to continue practicing social distancing for at least a year until a COVID-19 vaccine is created, which could take at least a year. ",5
"The CIA has privately advised its workforce that taking an anti-malarial drug touted by Trump and some of his supporters as a promising treatment for the novel coronavirus has potentially dangerous side effects, including sudden death. ",0
"68% of registered voters think the coronavirus outbreak will have a big impact on election turnout in the U.S., a new poll shows — and nearly 4 in 10 support delaying the November presidential election until the pandemic is under control. ",5
.@GMA EXCLUSIVE: Broadway star Nick Cordero’s wife speaks out about his coronavirus battle as he now fights for his life. ,1
"Lyndsey is going on Fox to talk about coronavirus again. But nothing on the hearings that he promised the president, his constituents and the American people. Lindsey should give up his chairmanship if he wants to spend his time chasing cameras instead of holding hearings.",5
"“To be a successful strongman, you need a strong work ethic. Trump has only weak ethics.” Me:",1
"HERE’S A STAT WORTH SHARING! Global #COVID19 #coronavirus total recoveries have passed 450,000. That’s nearly 4x the number of deaths. There are 1,900,000+ confirmed cases worldwide. (source @JohnsHopkins)",2
Two of the worlds largest vaccine manufacturers - Sanofi and GlaxoSmithKline - collaborate to speed up #coronavirus vaccine work. ,1
Communist China is laughing so hard right now at all the left-wing idiots in the U.S. mainstream media who bought Beijing’s “calling it the ‘Chinese coronavirus’ is racist” propaganda ,1
We have only tested 0.9% of Americans for #coronavirus . This is absolutely abhorrent.,5
Fact check: A list of false claims from President Trump's bitter coronavirus briefing  pic.twitter.com/K02MHATaJM,0
Rutgers has won FDA approval of its coronavirus saliva test ,1
Florida couple of 45 years discharged from hospital together after beating coronavirus❤️ THEIR STORY: ,1
We are Witnessing the Slow Death of Civil Liberties,1
Roger Stone: Bill Gates may have created coronavirus to microchip people He is absolutely right. #BillGatesIsNotOurFriend,1
"The @nytimes had four journalists in Wuhan covering the epidemic. @ChuBailiang was in the city when the lockdown began in January, delivering an eerie portrait of the 21st-century siege.",1
Some experts who have studied the Bay Area’s containment of the coronavirus have reached a surprising conclusion: San Francisco likely won when the 49ers blew a fourth-quarter Super Bowl lead. ,1
Facebook Jesus,1
#Coronavirus (Covid19) trend analysis graph for ITALY. #CoronaVirusUpdates,1
thank u coronavirus helpers ❤ ,1
Tennessee Senator Marsha Blackburn Says China Should Cancel US Debt To ‘Pay For’ Bungling Coronavirus Outbreak. ,1
Joe McHugh when the number of coronavirus cases increases after the Leaving Cert in July ,2
How millions of veterans could miss out on coronavirus stimulus checks - CNBC ,1
The coronavirus disinformation spread by Russia is only the latest effort by Vladimir Putin to undermine the American medical system ,5
Tired of hearing bitches sneeze then saying “I have coronavirus 😂😂👌” pic.twitter.com/3Ky5RIgakm,1
Goldman Pharmaceutical Group is doing everything we can to help in the effort to slow the spread of the terrible coronavirus—Quat-Shot disinfectant inactivates COVID-19 ,1
A new national helpline will open this morning to provide help and advice to Scots who are at high risk from contracting coronavirus and do not have a support network at home. ,5
Ecuador 🇪🇨 you worry me a lot‼ It makes me sad to see these images and it gives me powerlessness not being able to do anything. We have to pray for our Ecuadorian brothers who are having a hard time because of this son of a bitch #coronavirus #COVID19Ecuador pic.twitter.com/fH1cERohUZ,1
Stanford scientist John Ioannidis: “The risk of dying from coronavirus for a person under 65 years old is equivalent to the risk of dying driving a distance of nine to 415 miles by car each day during the COVID-19 fatality season” ,1
"""ThE cOrONaViRUs iS jUsT AnOtHeR fLu"" 02 #Resist",5
BIG NEWS: New Study Finds 28 Million Americans Likely Infected by Coronavirus -- Puts US Mortality Rate at 0.1% Just Like the Seasonal Flu ,5
RECOVERING: Man credits faith for his ongoing recovery from the coronavirus @WAFB HIS MESSAGE ,1
"Covid’s not racist, but people are. Try being a black person walking into a store wearing a mask and having to wonder what’s more likely to kill you: Coronavirus or a cop/security guard assuming you’re robbing the place (while he’s waving mask-wearing white people past). #BLM",5
This is America if we rush back to opening the country too soon #StayAtHome #coronavirus ,5
My sister in PR is a cancer patient is experiencing coronavirus symptoms and has been placed in a 2 week isolation. She'll be tested tomorrow. I'm very concerned about her well-being considering her already compromised immune system. Please keep her in your prayers. Thank you.,5
"How long until Trump tells us he barely knew Covid? That Coronavirus just brought him coffee, like, twice maybe?",0
Being black in America has always been a preexisting condition. Let's start there in talking about the effects of the coronavirus on black communities. See that truth first.,1
"Watch this beautiful message from 4-year-old Rylyn Clark of Massachusetts. He’s a huge hockey fan and loves Montreal, so his mum Maureen asked us to share her little boy’s song of hope with Canadians. Edited by @PaulFlynnEdits for @CTVNationalNews. #COVID19 #coronavirus ",1
Gerald Glenn believed God is larger than coronavirus. Landon Spradlin thought coronavirus was mass hysteria. Both were pastors. Both were from Virginia. Both are now dead because of their pride and recklessness. ,1
Wow!!! Thank you @AprilDRyan for a critical discussion with @AmbassadorRice. Her brilliance is so missed. She said “#DrFauci is a national treasure.” That would be a resounding YES!!!! #coronavirus ,1
Tomorrow my Dad starts his fight against cancer. Alone. The impact of coronavirus reaches far beyond Covid-19. It is vast and devastating. Forgive me but the “economy-over-all”/ “they were on their last legs anyway” crowd can F-OFF. My Dad deserves a chance. Everyone does.,5
"Picture this: you won’t see him for months because he’s a healthcare worker during Coronavirus. He orders your favorite food &amp; invites you on a ft date. You eat pasta, drink wine, and talk about the next time you’ll see eachother. #PleaseStayAtHome",5
coronavirus is proving that we need music education because I have seen like 10+ video compilations of people singing uplifting songs and not once has it stayed in the same key the whole time,4
"♥️one meal at a time! #AISDProud of Anneliese Tanner, amazing mom leading @AustinISDFood. She is face of dedicated team serving about 280,000 meals to families in three weeks—offering nourishment to children, stability to families during unprecedented health crisis. #coronavirus ",1
Now he claims his power is absolute. He used a Coronavirus briefing to play his campaign commercial (that we paid for). He melted down. He lied and lied. How on earth will we restore democracy and sanity?,1
"In a blow to herd immunity as a strategy, doctors now fear even mild cases of #COVID19 may lead to lasting heart, lung and liver damage.  #coronavirus #HerdImmunity @IrmaRaste @eViRaHealth #CoronavirusPandemic #CoronavirusTimeline",5
Trump Melts Down When Reporter Busts His Coronavirus Propaganda  via @politicususa,0
Wolf Blitzer cut away from the #Trump corona virus press conference to discuss what Trump is doing. This after Trump ran a clear campaign style video (complete with music) during the official WH press conference. @wolfblitzer @CNN,0
Trump just aired a campaign ad during his corona virus update. Outrageous. #COVID2019,3
Visions of the Post-Coronavirus World - Abdel Bari Atwan: Coronavirus Will Bring the End of the U.S. Empire; Let China Rise – It Won’t Be Worse than America ,5
‘We Have Real Problems’: Pelosi And Schumer Demand Republicans ‘Stop Posturing’ On Coronavirus Relief. ,1
"Narendra Modi Speech on Lockdown LIVE Updates: PM's Address on Coronavirus Curbs at 10 am as 'Jaan Bhi, Jahan Bhi' Becomes Focus ",1
I’m trying to imagine the people losing their minds over the lifesaving coronavirus mandates a month reacting to the sacrifices demanded during WWII for 4 years.,1
"Amid the coronavirus outbreak, 2020 U.S. presidential candidates will focus on how the federal government should respond to COVID-19 and get the country back on its feet, said Brent Boyea, political science associate professor. |@UTAShorthorn",5
It’s almost like they are trying to make the numbers of those tested and the results seem smaller 🤔 #coronavirus ,5
The #coronavirus task force briefing is scheduled to be held in the Rose Garden where the @WhiteHouse has control of the microphones. – at The White House,7
'They feel like they've been remembered': Bus drivers deliver lunches to kids whose schools closed due to coronavirus ,1
CT inmate approved for release dies with coronavirus  via @ConnPost,1
"Tuesday @POTUS schedule, as released by the @WhiteHouse. (#Coronavirus task force briefing also on the agenda for 1700EDT.) – at The White House",7
Over 77 clergy from across Massachusetts stand ready to work with state decision makers during #COVID19 and urge @MassGovernor to take decisive action on: ➡️Mortgage &amp; rent relief ➡️Decarceration ➡️Affordable &amp; accessible health care #mapoli #bospoli #coronavirus #COVID,5
Ready for this corona virus to be over being stuck in the house is boring 🤒,3
"Today’s roundup: One month after Georgia reported its first death from the novel coronavirus, state officials are racing to ensure hospitals can handle a surge in critically ill patients — now expected in about two weeks. #gapol ",2
Lol. The original Tweet was about the media’s coverage of coronavirus in January and February. This was their coverage. Here’s the date stamp. ,1
Best wishes to my followers and welcome to those who just joined! 🤩 Hope everyone is dealing with the lockdown well 💪😃 #coronavirus #COVID19 #COVID #LockdownNow #RussianGirl #russiancrush #Floridalockdown #model #fitnessmodel #MondayMotivaton #positive #prowrestling,1
Sure will be interesting to see what @RandPaul and @MikeLeeforUtah have to say about tonight’s coronavirus task force briefing,7
"If anything, at least Coronavirus has made public policy cool again.",1
