ObservationDate,Country.Region,Confirmed,Deaths,Recovered
03/13/2020,Congo (Kinshasa),2,0,0
03/14/2020,Congo (Kinshasa),2,0,0
03/15/2020,Congo (Kinshasa),2,0,0
03/16/2020,Congo (Kinshasa),2,0,0
03/17/2020,Congo (Kinshasa),3,0,0
03/18/2020,Congo (Kinshasa),4,0,0
03/19/2020,Congo (Kinshasa),14,0,0
03/20/2020,Congo (Kinshasa),18,0,0
03/21/2020,Congo (Kinshasa),23,1,0
03/22/2020,Congo (Kinshasa),30,1,0
03/23/2020,Congo (Kinshasa),36,1,0
03/06/2020,Costa Rica,1,0,0
03/07/2020,Costa Rica,1,0,0
03/08/2020,Costa Rica,5,0,0
03/09/2020,Costa Rica,9,0,0
03/10/2020,Costa Rica,9,0,0
03/11/2020,Costa Rica,13,0,0
03/12/2020,Costa Rica,22,0,0
03/13/2020,Costa Rica,23,0,0
03/14/2020,Costa Rica,26,0,0
03/15/2020,Costa Rica,27,0,0
03/16/2020,Costa Rica,35,0,0
03/17/2020,Costa Rica,41,0,0
03/18/2020,Costa Rica,50,0,0
03/19/2020,Costa Rica,69,1,0
03/20/2020,Costa Rica,89,1,0
03/21/2020,Costa Rica,117,2,2
03/22/2020,Costa Rica,134,2,2
03/23/2020,Costa Rica,158,2,2
02/25/2020,Croatia,1,0,0
02/26/2020,Croatia,3,0,0
02/27/2020,Croatia,3,0,0
02/28/2020,Croatia,5,0,0
02/29/2020,Croatia,6,0,0
03/01/2020,Croatia,7,0,0
03/02/2020,Croatia,7,0,0
03/03/2020,Croatia,9,0,0
03/04/2020,Croatia,10,0,0
03/05/2020,Croatia,10,0,0
03/06/2020,Croatia,11,0,0
03/07/2020,Croatia,12,0,0
03/08/2020,Croatia,12,0,0
03/09/2020,Croatia,12,0,0
03/10/2020,Croatia,14,0,0
03/11/2020,Croatia,19,0,0
03/12/2020,Croatia,19,0,0
03/13/2020,Croatia,32,0,1
03/14/2020,Croatia,38,0,1
03/15/2020,Croatia,49,0,1
03/16/2020,Croatia,57,0,2
03/17/2020,Croatia,65,0,4
03/18/2020,Croatia,81,0,4
03/19/2020,Croatia,105,1,5
03/20/2020,Croatia,128,1,5
03/21/2020,Croatia,206,1,5
03/22/2020,Croatia,254,1,5
03/23/2020,Croatia,315,1,5
03/12/2020,Cuba,3,0,0
03/13/2020,Cuba,4,0,0
03/14/2020,Cuba,4,0,0
03/15/2020,Cuba,4,0,0
03/16/2020,Cuba,4,0,0
03/17/2020,Cuba,5,0,0
03/18/2020,Cuba,7,1,0
03/19/2020,Cuba,11,1,0
03/20/2020,Cuba,16,1,0
03/21/2020,Cuba,21,1,0
03/22/2020,Cuba,35,1,0
03/23/2020,Cuba,40,1,0
03/14/2020,Curacao,1,0,0
03/15/2020,Curacao,1,0,0
03/09/2020,Cyprus,2,0,0
03/10/2020,Cyprus,3,0,0
03/11/2020,Cyprus,6,0,0
03/12/2020,Cyprus,6,0,0
03/13/2020,Cyprus,14,0,0
03/14/2020,Cyprus,26,0,0
03/15/2020,Cyprus,26,0,0
03/16/2020,Cyprus,33,0,0
03/17/2020,Cyprus,46,0,0
03/18/2020,Cyprus,49,0,0
03/19/2020,Cyprus,67,0,0
03/20/2020,Cyprus,67,0,0
03/21/2020,Cyprus,84,0,0
03/22/2020,Cyprus,95,1,3
03/23/2020,Cyprus,116,1,3
03/01/2020,Czech Republic,3,0,0
03/02/2020,Czech Republic,3,0,0
03/03/2020,Czech Republic,5,0,0
03/04/2020,Czech Republic,8,0,0
03/05/2020,Czech Republic,12,0,0
03/06/2020,Czech Republic,18,0,0
03/07/2020,Czech Republic,19,0,0
03/08/2020,Czech Republic,31,0,0
03/09/2020,Czech Republic,31,0,0
03/10/2020,Czech Republic,41,0,0
03/11/2020,Czech Republic,91,0,0
03/12/2020,Czech Republic,94,0,0
03/13/2020,Czech Republic,141,0,0
03/14/2020,Czech Republic,189,0,0
03/15/2020,Czech Republic,253,0,0
03/16/2020,Czech Republic,298,0,3
03/17/2020,Czech Republic,396,0,3
03/18/2020,Czech Republic,464,0,3
03/19/2020,Czech Republic,694,0,3
03/20/2020,Czech Republic,833,0,4
03/21/2020,Czech Republic,995,0,6
03/22/2020,Czech Republic,1120,1,6
03/23/2020,Czech Republic,1236,1,7
02/27/2020,Denmark,1,0,0
02/28/2020,Denmark,1,0,0
02/29/2020,Denmark,3,0,0
03/01/2020,Denmark,4,0,0
03/02/2020,Denmark,4,0,0
03/03/2020,Denmark,6,0,0
03/04/2020,Denmark,10,0,0
03/05/2020,Denmark,10,0,0
03/06/2020,Denmark,23,0,1
03/07/2020,Denmark,23,0,1
03/08/2020,Denmark,35,0,1
03/09/2020,Denmark,90,0,1
03/10/2020,Denmark,262,0,1
03/11/2020,Denmark,444,0,1
03/12/2020,Denmark,617,0,1
03/13/2020,Denmark,804,0,1
03/14/2020,Denmark,836,1,1
03/15/2020,Denmark,875,2,1
03/16/2020,Denmark,932,3,1
03/17/2020,Denmark,1024,4,1
03/18/2020,Denmark,1115,4,1
03/19/2020,Denmark,1225,6,1
03/20/2020,Denmark,1337,9,1
03/21/2020,Denmark,1420,13,1
03/22/2020,Denmark,1514,13,1
03/23/2020,Denmark,1572,24,24
03/18/2020,Djibouti,1,0,0
03/19/2020,Djibouti,1,0,0
03/20/2020,Djibouti,1,0,0
03/21/2020,Djibouti,1,0,0
03/22/2020,Djibouti,1,0,0
03/23/2020,Djibouti,3,0,0
03/22/2020,Dominica,1,0,0
03/23/2020,Dominica,2,0,0
03/01/2020,Dominican Republic,1,0,0
03/02/2020,Dominican Republic,1,0,0
03/03/2020,Dominican Republic,1,0,0
03/04/2020,Dominican Republic,1,0,0
03/05/2020,Dominican Republic,1,0,0
03/06/2020,Dominican Republic,2,0,0
03/07/2020,Dominican Republic,2,0,0
03/08/2020,Dominican Republic,5,0,0
03/09/2020,Dominican Republic,5,0,0
03/10/2020,Dominican Republic,5,0,0
03/11/2020,Dominican Republic,5,0,0
03/12/2020,Dominican Republic,5,0,0
03/13/2020,Dominican Republic,5,0,0
03/14/2020,Dominican Republic,11,0,0
03/15/2020,Dominican Republic,11,0,0
03/16/2020,Dominican Republic,11,0,0
03/17/2020,Dominican Republic,21,1,0
03/18/2020,Dominican Republic,21,1,0
03/19/2020,Dominican Republic,34,2,0
03/20/2020,Dominican Republic,72,2,0
03/21/2020,Dominican Republic,112,2,0
03/22/2020,Dominican Republic,202,3,0
03/23/2020,Dominican Republic,245,3,3
03/21/2020,East Timor,1,0,0
03/22/2020,East Timor,0,0,0
03/01/2020,Ecuador,6,0,0
03/02/2020,Ecuador,6,0,0
03/03/2020,Ecuador,7,0,0
03/04/2020,Ecuador,10,0,0
03/05/2020,Ecuador,13,0,0
03/06/2020,Ecuador,13,0,0
03/07/2020,Ecuador,13,0,0
03/08/2020,Ecuador,14,0,0
03/09/2020,Ecuador,15,0,0
03/10/2020,Ecuador,15,0,0
03/11/2020,Ecuador,17,0,0
03/12/2020,Ecuador,17,0,0
03/13/2020,Ecuador,17,0,0
03/14/2020,Ecuador,28,2,0
03/15/2020,Ecuador,28,2,0
03/16/2020,Ecuador,37,2,0
03/17/2020,Ecuador,58,2,0
03/18/2020,Ecuador,111,2,0
03/19/2020,Ecuador,199,3,0
03/20/2020,Ecuador,367,5,0
03/21/2020,Ecuador,506,7,3
03/22/2020,Ecuador,789,14,3
03/23/2020,Ecuador,981,18,3
02/14/2020,Egypt,1,0,0
02/15/2020,Egypt,1,0,0
02/16/2020,Egypt,1,0,0
02/17/2020,Egypt,1,0,0
02/18/2020,Egypt,1,0,0
02/19/2020,Egypt,1,0,0
02/20/2020,Egypt,1,0,0
02/21/2020,Egypt,1,0,0
02/22/2020,Egypt,1,0,0
02/23/2020,Egypt,1,0,0
02/24/2020,Egypt,1,0,0
02/25/2020,Egypt,1,0,0
02/26/2020,Egypt,1,0,0
02/27/2020,Egypt,1,0,0
02/28/2020,Egypt,1,0,1
02/29/2020,Egypt,1,0,1
03/01/2020,Egypt,2,0,1
03/02/2020,Egypt,2,0,1
03/03/2020,Egypt,2,0,1
03/04/2020,Egypt,2,0,1
03/05/2020,Egypt,3,0,1
03/06/2020,Egypt,15,0,1
03/07/2020,Egypt,15,0,1
03/08/2020,Egypt,49,1,1
03/09/2020,Egypt,55,1,12
03/10/2020,Egypt,59,1,1
03/11/2020,Egypt,60,1,27
03/12/2020,Egypt,67,1,27
03/13/2020,Egypt,80,2,27
03/14/2020,Egypt,109,2,27
03/15/2020,Egypt,110,2,21
03/16/2020,Egypt,150,2,27
03/17/2020,Egypt,196,4,32
03/18/2020,Egypt,196,6,32
03/19/2020,Egypt,256,6,32
03/20/2020,Egypt,285,8,39
03/21/2020,Egypt,294,10,41
03/22/2020,Egypt,327,14,56
03/23/2020,Egypt,366,19,68
03/19/2020,El Salvador,1,0,0
03/20/2020,El Salvador,1,0,0
03/21/2020,El Salvador,3,0,0
03/22/2020,El Salvador,3,0,0
03/23/2020,El Salvador,3,0,0
03/15/2020,Equatorial Guinea,1,0,0
03/16/2020,Equatorial Guinea,1,0,0
03/17/2020,Equatorial Guinea,1,0,0
03/18/2020,Equatorial Guinea,4,0,0
03/19/2020,Equatorial Guinea,6,0,0
03/20/2020,Equatorial Guinea,6,0,0
03/21/2020,Equatorial Guinea,6,0,0
03/22/2020,Equatorial Guinea,6,0,0
03/23/2020,Equatorial Guinea,9,0,0
03/21/2020,Eritrea,1,0,0
03/22/2020,Eritrea,1,0,0
03/23/2020,Eritrea,1,0,0
02/27/2020,Estonia,1,0,0
02/28/2020,Estonia,1,0,0
02/29/2020,Estonia,1,0,0
03/01/2020,Estonia,1,0,0
03/02/2020,Estonia,1,0,0
03/03/2020,Estonia,2,0,0
03/04/2020,Estonia,2,0,0
03/05/2020,Estonia,3,0,0
03/06/2020,Estonia,10,0,0
03/07/2020,Estonia,10,0,0
03/08/2020,Estonia,10,0,0
03/09/2020,Estonia,10,0,0
03/10/2020,Estonia,12,0,0
03/11/2020,Estonia,16,0,0
03/12/2020,Estonia,16,0,0
03/13/2020,Estonia,79,0,0
03/14/2020,Estonia,115,0,0
03/15/2020,Estonia,171,0,1
03/16/2020,Estonia,205,0,1
03/17/2020,Estonia,225,0,1
03/18/2020,Estonia,258,0,1
03/19/2020,Estonia,267,0,1
03/20/2020,Estonia,283,0,1
03/21/2020,Estonia,306,0,1
03/22/2020,Estonia,326,0,2
03/23/2020,Estonia,352,0,4
03/14/2020,Eswatini,1,0,0
03/15/2020,Eswatini,1,0,0
03/16/2020,Eswatini,1,0,0
03/17/2020,Eswatini,1,0,0
03/18/2020,Eswatini,1,0,0
03/19/2020,Eswatini,1,0,0
03/20/2020,Eswatini,1,0,0
03/21/2020,Eswatini,1,0,0
03/22/2020,Eswatini,4,0,0
03/23/2020,Eswatini,4,0,0
03/13/2020,Ethiopia,1,0,0
03/14/2020,Ethiopia,1,0,0
03/15/2020,Ethiopia,1,0,0
03/16/2020,Ethiopia,5,0,0
03/17/2020,Ethiopia,5,0,0
03/18/2020,Ethiopia,6,0,0
03/19/2020,Ethiopia,6,0,0
03/20/2020,Ethiopia,9,0,0
03/21/2020,Ethiopia,9,0,0
03/22/2020,Ethiopia,11,0,4
03/23/2020,Ethiopia,11,0,0
03/04/2020,Faroe Islands,1,0,0
03/05/2020,Faroe Islands,1,0,0
03/06/2020,Faroe Islands,1,0,0
03/07/2020,Faroe Islands,1,0,0
03/08/2020,Faroe Islands,2,0,0
03/09/2020,Faroe Islands,2,0,0
03/10/2020,Faroe Islands,2,0,0
03/19/2020,Fiji,1,0,0
03/20/2020,Fiji,1,0,0
03/21/2020,Fiji,1,0,0
03/22/2020,Fiji,2,0,0
03/23/2020,Fiji,3,0,0
01/29/2020,Finland,1,0,0
01/30/2020,Finland,1,0,0
01/31/2020,Finland,1,0,0
02/01/2020,Finland,1,0,0
02/02/2020,Finland,1,0,0
02/03/2020,Finland,1,0,0
02/04/2020,Finland,1,0,0
02/05/2020,Finland,1,0,0
02/06/2020,Finland,1,0,0
02/07/2020,Finland,1,0,0
02/08/2020,Finland,1,0,0
02/09/2020,Finland,1,0,0
02/10/2020,Finland,1,0,0
02/11/2020,Finland,1,0,0
02/12/2020,Finland,1,0,1
02/13/2020,Finland,1,0,1
02/14/2020,Finland,1,0,1
02/15/2020,Finland,1,0,1
02/16/2020,Finland,1,0,1
02/17/2020,Finland,1,0,1
02/18/2020,Finland,1,0,1
02/19/2020,Finland,1,0,1
02/20/2020,Finland,1,0,1
02/21/2020,Finland,1,0,1
02/22/2020,Finland,1,0,1
02/23/2020,Finland,1,0,1
02/24/2020,Finland,1,0,1
02/25/2020,Finland,1,0,1
02/26/2020,Finland,2,0,1
02/27/2020,Finland,2,0,1
02/28/2020,Finland,2,0,1
02/29/2020,Finland,3,0,1
03/01/2020,Finland,6,0,1
03/02/2020,Finland,6,0,1
03/03/2020,Finland,6,0,1
03/04/2020,Finland,6,0,1
03/05/2020,Finland,12,0,1
03/06/2020,Finland,15,0,1
03/07/2020,Finland,15,0,1
03/08/2020,Finland,23,0,1
03/09/2020,Finland,30,0,1
03/10/2020,Finland,40,0,1
03/11/2020,Finland,59,0,1
03/12/2020,Finland,59,0,1
03/13/2020,Finland,155,0,1
03/14/2020,Finland,225,0,1
03/15/2020,Finland,244,0,10
03/16/2020,Finland,277,0,10
03/17/2020,Finland,321,0,10
03/18/2020,Finland,336,0,10
03/19/2020,Finland,400,0,10
03/20/2020,Finland,450,0,10
03/21/2020,Finland,523,1,10
03/22/2020,Finland,626,1,10
03/23/2020,Finland,700,1,10
01/24/2020,France,2,0,0
01/25/2020,France,3,0,0
01/26/2020,France,3,0,0
01/27/2020,France,3,0,0
01/28/2020,France,4,0,0
01/29/2020,France,5,0,0
01/30/2020,France,5,0,0
01/31/2020,France,5,0,0
02/01/2020,France,6,0,0
02/02/2020,France,6,0,0
02/03/2020,France,6,0,0
02/04/2020,France,6,0,0
02/05/2020,France,6,0,0
02/06/2020,France,6,0,0
02/07/2020,France,6,0,0
02/08/2020,France,11,0,0
02/09/2020,France,11,0,0
02/10/2020,France,11,0,0
02/11/2020,France,11,0,0
02/12/2020,France,11,0,2
02/13/2020,France,11,0,2
02/14/2020,France,11,0,2
02/15/2020,France,12,1,4
02/16/2020,France,12,1,4
02/17/2020,France,12,1,4
02/18/2020,France,12,1,4
02/19/2020,France,12,1,4
02/20/2020,France,12,1,4
02/21/2020,France,12,1,4
02/22/2020,France,12,1,4
02/23/2020,France,12,1,4
02/24/2020,France,12,1,4
02/25/2020,France,14,1,11
02/26/2020,France,18,2,11
02/27/2020,France,38,2,11
02/28/2020,France,57,2,11
02/29/2020,France,100,2,12
03/01/2020,France,130,2,12
03/02/2020,France,191,3,12
03/03/2020,France,204,4,12
03/04/2020,France,285,4,12
03/05/2020,France,377,6,12
03/06/2020,France,653,9,12
03/07/2020,France,949,11,12
03/08/2020,France,1126,19,12
03/09/2020,France,1209,19,12
03/10/2020,France,1784,33,12
03/11/2020,France,2284,48,12
03/12/2020,France,2284,48,12
03/13/2020,France,3667,79,12
03/14/2020,France,4480,91,12
03/15/2020,France,4513,91,12
03/16/2020,France,6650,148,12
03/17/2020,France,7683,148,12
03/18/2020,France,9052,148,12
03/19/2020,France,10886,243,12
03/20/2020,France,12632,450,12
03/21/2020,France,14308,562,12
03/22/2020,France,16044,674,2200
03/23/2020,France,20123,862,2207
03/07/2020,French Guiana,5,0,0
03/08/2020,French Guiana,5,0,0
03/09/2020,French Guiana,5,0,0
03/10/2020,French Guiana,5,0,0
03/11/2020,French Guiana,5,0,0
03/12/2020,French Guiana,5,0,0
03/13/2020,French Guiana,5,0,0
03/14/2020,French Guiana,5,0,0
03/16/2020,French Guiana,11,0,0
03/17/2020,French Guiana,11,0,0
03/18/2020,French Guiana,11,0,0
03/19/2020,French Guiana,11,0,0
03/20/2020,French Guiana,15,0,0
03/21/2020,French Guiana,18,0,6
03/22/2020,French Guiana,18,0,6
03/14/2020,Gabon,1,0,0
03/15/2020,Gabon,1,0,0
03/16/2020,Gabon,1,0,0
03/17/2020,Gabon,1,0,0
03/18/2020,Gabon,1,0,0
03/19/2020,Gabon,1,0,0
03/20/2020,Gabon,3,1,0
03/21/2020,Gabon,4,1,0
03/22/2020,Gabon,5,1,0
03/23/2020,Gabon,5,1,0
03/23/2020,Gambia,2,1,0
03/18/2020,Gambia, The,1,0,0
03/19/2020,Gambia, The,1,0,0
03/20/2020,Gambia, The,1,0,0
03/21/2020,Gambia, The,1,0,0
03/22/2020,Gambia, The,1,0,0
02/26/2020,Georgia,1,0,0
02/27/2020,Georgia,1,0,0
02/28/2020,Georgia,1,0,0
02/29/2020,Georgia,1,0,0
03/01/2020,Georgia,3,0,0
03/02/2020,Georgia,3,0,0
03/03/2020,Georgia,3,0,0
03/04/2020,Georgia,3,0,0
03/05/2020,Georgia,4,0,0
03/06/2020,Georgia,4,0,0
03/07/2020,Georgia,4,0,0
03/08/2020,Georgia,13,0,0
03/09/2020,Georgia,15,0,0
03/10/2020,Georgia,15,0,0
03/11/2020,Georgia,24,0,0
03/12/2020,Georgia,24,0,0
03/13/2020,Georgia,25,0,0
03/14/2020,Georgia,30,0,0
03/15/2020,Georgia,33,0,0
03/16/2020,Georgia,33,0,1
03/17/2020,Georgia,34,0,1
03/18/2020,Georgia,38,0,1
03/19/2020,Georgia,40,0,1
03/20/2020,Georgia,43,0,1
03/21/2020,Georgia,49,0,1
03/22/2020,Georgia,54,0,3
03/23/2020,Georgia,61,0,8
01/28/2020,Germany,4,0,0
01/29/2020,Germany,4,0,0
01/30/2020,Germany,4,0,0
01/31/2020,Germany,5,0,0
02/01/2020,Germany,8,0,0
02/02/2020,Germany,10,0,0
02/03/2020,Germany,12,0,0
02/04/2020,Germany,12,0,0
02/05/2020,Germany,12,0,0
02/06/2020,Germany,12,0,0
02/07/2020,Germany,13,0,0
02/08/2020,Germany,13,0,0
02/09/2020,Germany,14,0,0
02/10/2020,Germany,14,0,0
02/11/2020,Germany,16,0,0
02/12/2020,Germany,16,0,0
02/13/2020,Germany,16,0,1
02/14/2020,Germany,16,0,1
02/15/2020,Germany,16,0,1
02/16/2020,Germany,16,0,1
02/17/2020,Germany,16,0,1
02/18/2020,Germany,16,0,12
02/19/2020,Germany,16,0,12
02/20/2020,Germany,16,0,12
02/21/2020,Germany,16,0,14
02/22/2020,Germany,16,0,14
02/23/2020,Germany,16,0,14
02/24/2020,Germany,16,0,14
02/25/2020,Germany,17,0,14
02/26/2020,Germany,27,0,15
02/27/2020,Germany,46,0,16
02/28/2020,Germany,48,0,16
02/29/2020,Germany,79,0,16
03/01/2020,Germany,130,0,16
03/02/2020,Germany,159,0,16
03/03/2020,Germany,196,0,16
03/04/2020,Germany,262,0,16
03/05/2020,Germany,482,0,16
03/06/2020,Germany,670,0,17
03/07/2020,Germany,799,0,18
03/08/2020,Germany,1040,0,18
03/09/2020,Germany,1176,2,18
03/10/2020,Germany,1457,2,18
03/11/2020,Germany,1908,3,25
03/12/2020,Germany,2078,3,25
03/13/2020,Germany,3675,7,46
03/14/2020,Germany,4585,9,46
03/15/2020,Germany,5795,11,46
03/16/2020,Germany,7272,17,67
03/17/2020,Germany,9257,24,67
03/18/2020,Germany,12327,28,105
03/19/2020,Germany,15320,44,113
03/20/2020,Germany,19848,67,180
03/21/2020,Germany,22213,84,233
03/22/2020,Germany,24873,94,266
03/23/2020,Germany,29056,123,453
03/14/2020,Ghana,3,0,0
03/15/2020,Ghana,6,0,0
03/16/2020,Ghana,6,0,0
03/17/2020,Ghana,7,0,0
03/18/2020,Ghana,7,0,0
03/19/2020,Ghana,11,0,0
03/20/2020,Ghana,16,0,0
03/21/2020,Ghana,19,1,0
03/22/2020,Ghana,24,1,0
03/23/2020,Ghana,27,2,0
03/04/2020,Gibraltar,1,0,0
03/05/2020,Gibraltar,1,0,0
03/06/2020,Gibraltar,1,0,0
03/07/2020,Gibraltar,1,0,0
03/08/2020,Gibraltar,1,0,0
03/09/2020,Gibraltar,1,0,0
03/10/2020,Gibraltar,1,0,1
02/26/2020,Greece,1,0,0
02/27/2020,Greece,3,0,0
02/28/2020,Greece,4,0,0
02/29/2020,Greece,4,0,0
03/01/2020,Greece,7,0,0
03/02/2020,Greece,7,0,0
03/03/2020,Greece,7,0,0
03/04/2020,Greece,9,0,0
03/05/2020,Greece,31,0,0
03/06/2020,Greece,45,0,0
03/07/2020,Greece,46,0,0
03/08/2020,Greece,73,0,0
03/09/2020,Greece,73,0,0
03/10/2020,Greece,89,0,0
03/11/2020,Greece,99,1,0
03/12/2020,Greece,99,1,0
03/13/2020,Greece,190,1,0
03/14/2020,Greece,228,3,8
03/15/2020,Greece,331,4,8
03/16/2020,Greece,331,4,8
03/17/2020,Greece,387,5,8
03/18/2020,Greece,418,5,8
03/19/2020,Greece,418,6,8
03/20/2020,Greece,495,6,19
03/21/2020,Greece,530,13,19
03/22/2020,Greece,624,15,19
03/23/2020,Greece,695,17,29
03/16/2020,Greenland,1,0,0
03/17/2020,Greenland,1,0,0
03/18/2020,Greenland,1,0,0
03/19/2020,Greenland,0,0,0
03/20/2020,Greenland,0,0,0
03/21/2020,Greenland,0,0,0
03/22/2020,Greenland,0,0,0
03/22/2020,Grenada,1,0,0
03/23/2020,Grenada,1,0,0
03/13/2020,Guadeloupe,1,0,0
03/14/2020,Guadeloupe,1,0,0
03/15/2020,Guadeloupe,3,0,0
03/16/2020,Guadeloupe,6,0,0
03/17/2020,Guadeloupe,18,0,0
03/18/2020,Guadeloupe,27,0,0
03/19/2020,Guadeloupe,33,0,0
03/20/2020,Guadeloupe,45,0,0
03/21/2020,Guadeloupe,53,0,0
03/22/2020,Guadeloupe,56,0,0
03/16/2020,Guam,3,0,0
03/17/2020,Guam,3,0,0
03/18/2020,Guam,0,0,0
03/19/2020,Guam,0,0,0
03/20/2020,Guam,0,0,0
03/21/2020,Guam,0,0,0
03/22/2020,Guam,0,1,0
03/14/2020,Guatemala,1,0,0
03/15/2020,Guatemala,1,0,0
03/16/2020,Guatemala,2,1,0
03/17/2020,Guatemala,6,1,0
03/18/2020,Guatemala,6,1,0
03/19/2020,Guatemala,9,1,0
03/20/2020,Guatemala,12,1,0
03/21/2020,Guatemala,17,1,0
03/22/2020,Guatemala,19,1,0
03/23/2020,Guatemala,20,1,0
03/14/2020,Guernsey,1,0,0
03/15/2020,Guernsey,1,0,0
03/16/2020,Guernsey,1,0,0
03/17/2020,Guernsey,0,0,0
03/18/2020,Guernsey,0,0,0
03/19/2020,Guernsey,0,0,0
03/20/2020,Guernsey,0,0,0
03/21/2020,Guernsey,0,0,0
03/22/2020,Guernsey,0,0,0
03/13/2020,Guinea,1,0,0
03/14/2020,Guinea,1,0,0
03/15/2020,Guinea,1,0,0
03/16/2020,Guinea,1,0,0
03/17/2020,Guinea,1,0,0
03/18/2020,Guinea,1,0,0
03/19/2020,Guinea,1,0,0
03/20/2020,Guinea,1,0,0
03/21/2020,Guinea,2,0,0
03/22/2020,Guinea,2,0,0
03/23/2020,Guinea,4,0,0
03/12/2020,Guyana,1,1,0
03/13/2020,Guyana,1,1,0
03/14/2020,Guyana,1,1,0
03/15/2020,Guyana,4,1,0
03/16/2020,Guyana,4,1,0
03/17/2020,Guyana,7,1,0
03/18/2020,Guyana,7,1,0
03/19/2020,Guyana,7,1,0
03/20/2020,Guyana,7,1,0
03/21/2020,Guyana,7,1,0
03/22/2020,Guyana,7,1,0
03/23/2020,Guyana,20,1,0
03/20/2020,Haiti,2,0,0
03/21/2020,Haiti,2,0,0
03/22/2020,Haiti,2,0,0
03/23/2020,Haiti,6,0,0
03/10/2020,Holy See,1,0,0
03/11/2020,Holy See,1,0,0
03/12/2020,Holy See,1,0,0
03/13/2020,Holy See,1,0,0
03/14/2020,Holy See,1,0,0
03/15/2020,Holy See,1,0,0
03/16/2020,Holy See,1,0,0
03/17/2020,Holy See,1,0,0
03/18/2020,Holy See,1,0,0
03/19/2020,Holy See,1,0,0
03/20/2020,Holy See,1,0,0
03/21/2020,Holy See,1,0,0
03/22/2020,Holy See,1,0,0
03/23/2020,Holy See,1,0,0
03/11/2020,Honduras,2,0,0
03/12/2020,Honduras,2,0,0
03/13/2020,Honduras,2,0,0
03/14/2020,Honduras,2,0,0
03/15/2020,Honduras,3,0,0
03/16/2020,Honduras,6,0,0
03/17/2020,Honduras,8,0,0
03/18/2020,Honduras,9,0,0
03/19/2020,Honduras,12,0,0
03/20/2020,Honduras,24,0,0
03/21/2020,Honduras,24,0,0
03/22/2020,Honduras,26,0,0
03/23/2020,Honduras,27,0,0
01/22/2020,Hong Kong,0,0,0
01/23/2020,Hong Kong,2,0,0
01/24/2020,Hong Kong,2,0,0
01/25/2020,Hong Kong,5,0,0
01/26/2020,Hong Kong,8,0,0
01/27/2020,Hong Kong,8,0,0
01/28/2020,Hong Kong,8,0,0
01/29/2020,Hong Kong,10,0,0
01/30/2020,Hong Kong,10,0,0
01/31/2020,Hong Kong,12,0,0
02/01/2020,Hong Kong,13,0,0
02/02/2020,Hong Kong,15,0,0
02/03/2020,Hong Kong,15,0,0
02/04/2020,Hong Kong,17,1,0
02/05/2020,Hong Kong,21,1,0
02/06/2020,Hong Kong,24,1,0
02/07/2020,Hong Kong,25,1,0
02/08/2020,Hong Kong,26,1,0
02/09/2020,Hong Kong,29,1,0
02/10/2020,Hong Kong,38,1,0
02/11/2020,Hong Kong,49,1,0
02/12/2020,Hong Kong,50,1,1
02/13/2020,Hong Kong,53,1,1
02/14/2020,Hong Kong,56,1,1
02/15/2020,Hong Kong,56,1,1
02/16/2020,Hong Kong,57,1,2
02/17/2020,Hong Kong,60,1,2
02/18/2020,Hong Kong,62,1,2
02/19/2020,Hong Kong,63,2,5
02/20/2020,Hong Kong,68,2,6
02/21/2020,Hong Kong,68,2,5
02/22/2020,Hong Kong,69,2,6
02/23/2020,Hong Kong,74,2,11
02/24/2020,Hong Kong,79,2,19
02/25/2020,Hong Kong,84,2,19
02/26/2020,Hong Kong,91,2,24
02/27/2020,Hong Kong,92,2,24
02/28/2020,Hong Kong,94,2,30
02/29/2020,Hong Kong,95,2,33
03/01/2020,Hong Kong,96,2,36
03/02/2020,Hong Kong,100,2,36
03/03/2020,Hong Kong,100,2,37
03/04/2020,Hong Kong,105,2,37
03/05/2020,Hong Kong,105,2,43
03/06/2020,Hong Kong,107,2,46
03/07/2020,Hong Kong,108,2,51
03/08/2020,Hong Kong,114,3,58
03/09/2020,Hong Kong,115,3,59
03/10/2020,Hong Kong,120,3,65
03/11/2020,Hong Kong,126,3,65
03/12/2020,Hong Kong,129,3,67
03/13/2020,Hong Kong,134,4,77
03/14/2020,Hong Kong,140,4,78
03/15/2020,Hong Kong,145,4,81
03/16/2020,Hong Kong,155,4,84
03/17/2020,Hong Kong,162,4,88
03/18/2020,Hong Kong,181,4,92
03/19/2020,Hong Kong,208,4,95
03/20/2020,Hong Kong,256,4,98
03/21/2020,Hong Kong,273,4,98
03/22/2020,Hong Kong,317,4,100
03/23/2020,Hong Kong,356,4,100
03/04/2020,Hungary,2,0,0
03/05/2020,Hungary,2,0,0
03/06/2020,Hungary,2,0,0
03/07/2020,Hungary,4,0,0
03/08/2020,Hungary,7,0,0
03/09/2020,Hungary,9,0,0
03/10/2020,Hungary,9,0,0
03/11/2020,Hungary,13,0,0
03/12/2020,Hungary,13,0,0
03/13/2020,Hungary,19,0,0
03/14/2020,Hungary,30,0,1
03/15/2020,Hungary,32,1,1
03/16/2020,Hungary,39,1,1
03/17/2020,Hungary,50,1,2
03/18/2020,Hungary,58,1,2
03/19/2020,Hungary,73,1,2
03/20/2020,Hungary,85,3,2
03/21/2020,Hungary,103,4,7
03/22/2020,Hungary,131,6,16
